,Price,Space,Rooms,Market,Year,elevator,Parking place,balkon,taras,ogródek,district,street,level,max_level
20970,4000000,560,4,wtórny,2015,1,1,1,1,1, Wawer,Patriotów,3,3
7155,4000000,560,4,wtórny,2015,1,1,1,1,1, Wawer,Patriotów,3,3
16202,21350100,487,10,wtórny,2021,1,1,0,0,0, Śródmieście, Elektryczna,6,6
2504,19900000,487,6,wtórny,2001,1,1,0,0,0, Mokotów, Cybulskiego,5,5
9677,795900,445,2,pierwotny,2022,1,1,0,0,0, Praga-Południe, Gocław,4,8
6143,4500000,423,10,wtórny,1936,0,1,0,0,0, Włochy, Nowe Włochy,2,2
13482,6200000,350,6,wtórny,2009,1,1,0,0,0, Mokotów, Sadyba,3,3
19806,15671000,344,6,wtórny,2009,1,1,0,0,0, Śródmieście, Niecała,1,7
23068,6500000,328,5,wtórny,2022,1,1,0,0,0, Śródmieście, Zygmunta Słomińskiego,11,16
10479,4850000,320,5,wtórny,1912,1,0,0,0,0, Śródmieście, Nowogrodzka,6,6
17974,5700000,309,6,wtórny,2012,1,1,0,0,0, Mokotów, Mokotów,8,8
21632,5708000,303,4,pierwotny,2012,1,1,0,0,0, Mokotów,Adama Naruszewicza,8,8
17750,5600000,303,5,pierwotny,2012,1,1,1,1,1, Mokotów,Adama Naruszewicza,8,8
12812,5600000,303,4,pierwotny,2012,1,1,0,0,0, Mokotów, Mokotów,8,8
23247,2820000,281,7,wtórny,1996,1,1,0,0,0, Mokotów, Stegny,5,6
11756,2900000,281,6,wtórny,1992,1,1,0,0,0, Mokotów, Śródziemnomorska,5,6
16200,12984000,279,7,wtórny,2021,1,1,0,0,0, Śródmieście, Elektryczna,6,6
17017,10800000,275,4,wtórny,2016,1,1,0,0,0, Mokotów, Podchorążych,1,7
14163,9800000,274,6,wtórny,2015,1,1,0,0,0, Mokotów, Podchorążych,1,5
23070,10800000,274,5,wtórny,2016,1,1,0,0,0, Mokotów, Mokotów,1,7
13902,10800000,274,6,wtórny,2015,1,1,0,0,0, Mokotów, Podchorążych,1,5
23069,9800000,274,5,wtórny,2016,1,1,0,0,0, Mokotów, Mokotów,1,7
21012,8558550,271,7,pierwotny,2021,1,1,0,0,0, Wola, Krochmalna,8,8
6146,8540910,271,7,wtórny,2020,1,0,0,0,0, Wola, Krochmalna,7,7
22565,4300000,271,5,wtórny,2022,1,1,0,0,0, Żoliborz, Gwiaździsta,8,8
1791,13000000,270,5,wtórny,2010,1,1,0,0,0, Śródmieście, Parkowa,0,5
1778,8900000,258,5,wtórny,2008,1,1,0,0,0, Mokotów, Górny Mokotów,5,5
18481,8382000,254,4,wtórny,1913,1,0,0,0,0, Śródmieście, Stanisława Noakowskiego,8,7
1683,3500000,246,5,wtórny,2003,1,1,0,0,0, Mokotów, Pory,11,13
1682,3500000,246,5,wtórny,2003,1,1,0,0,0, Wilanów, al. Wilanowska,11,13
4492,3200000,240,6,wtórny,2010,1,1,0,0,0, Wilanów, Zaściankowa,3,3
4560,3000000,237,5,wtórny,2013,0,1,0,0,0, Śródmieście,Drewniana,5,5
14162,14000000,237,5,wtórny,2011,1,1,0,0,0, Śródmieście, Drewniana,5,5
4354,7501890,227,4,wtórny,2020,1,1,0,0,0, Śródmieście,Foksal 13,5,5
2685,6450000,225,6,wtórny,2016,1,1,0,0,0, Mokotów, Cichy Potok,2,2
721,1499000,225,7,wtórny,2020,0,1,0,0,0, Wesoła, Stara Miłosna,2,3
1812,8000000,223,4,wtórny,2018,1,1,0,0,0, Mokotów, Fort Piłsudskiego,1,1
12153,3200000,219,6,wtórny,1939,0,0,0,0,0, Bielany, Kleczewska,1,2
6140,5500000,218,4,wtórny,2009,1,0,0,0,0, Wola, Grzybowska,11,22
21331,6831720,218,7,pierwotny,2021,1,1,0,0,0, Wola, Krochmalna,8,8
15521,9750000,212,5,wtórny,2011,1,1,0,0,0, Śródmieście, Drewniana,5,5
15527,9750000,212,5,wtórny,2011,1,1,0,0,0, Śródmieście, Drewniana,5,5
21503,1400000,210,5,wtórny,2021,0,1,1,1,1, Wawer, Przylaszczkowa,1,1
15285,3750000,209,5,pierwotny,2022,1,1,0,0,0, Wilanów, Kosiarzy,0,2
16201,8366100,208,5,wtórny,2021,1,1,0,0,0, Śródmieście, Powiśle,5,6
19604,4390000,207,4,wtórny,2011,1,1,0,0,0, Ochota, Kaliska,5,5
4586,3850000,205,5,wtórny,2022,0,1,0,0,0, Śródmieście, Śródmieście,8,8
15184,1400000,202,6,wtórny,2001,0,1,0,0,0, Wawer, Wawer,1,2
13327,2600000,201,3,wtórny,2022,1,1,1,1,1, Wola, Łucka,11,13
14471,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
4096,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
17980,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
10999,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
9830,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
19813,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
19501,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
13106,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
12598,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
7848,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
21803,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
8465,1990000,200,5,wtórny,2017,0,0,0,0,0, Targówek,Krośniewicka,1,1
21397,2035000,200,7,wtórny,2000,0,1,0,0,0, Targówek, Bartnicza,3,4
1680,2850000,199,4,wtórny,2012,1,1,0,0,0, Mokotów, Puławska,11,14
5233,2599000,198,7,wtórny,2004,1,1,0,0,0, Mokotów,Jana III Sobieskiego,5,6
16515,7000000,197,5,wtórny,1902,1,1,0,0,0, Śródmieście, Wiejska,2,5
16406,2700000,197,4,wtórny,2005,1,1,0,0,0, Mokotów, Jana III Sobieskiego,6,7
13125,2800000,197,4,wtórny,2005,1,1,0,0,0, Mokotów, Jana Sobieskiego,6,7
18790,9100000,197,4,wtórny,2011,1,1,0,0,0, Śródmieście, Powiśle,4,5
1810,3550000,195,5,wtórny,2013,1,1,0,0,0, Bielany, Bielany,0,4
22961,3800000,193,5,wtórny,2005,1,1,0,0,0, Mokotów, Łowicka,5,5
4357,5912630,190,3,wtórny,2020,1,1,0,0,0, Śródmieście, Foksal 13,5,5
1727,5000000,190,6,wtórny,2022,0,1,1,1,1, Praga-Południe, Saska Kępa,1,3
9194,2290000,190,5,pierwotny,2021,1,1,0,0,0, Włochy,Ryżowa 22,0,2
7948,2290000,189,5,pierwotny,2021,1,1,0,0,0, Włochy,Ryżowa 22,0,2
19809,8795000,189,4,wtórny,2009,1,1,0,0,0, Śródmieście, Niecała,1,7
14491,5900000,186,4,wtórny,2004,1,1,0,0,0, Wola, Grzybowska,11,18
16389,4850000,185,4,wtórny,1912,1,0,0,0,0, Śródmieście, Okólnik,4,6
14486,1750000,183,6,wtórny,1998,0,1,0,0,0, Wawer, Anin,1,2
20953,1750000,183,6,wtórny,1996,0,0,0,0,0, Wawer, Anin,1,2
6544,1750000,183,6,wtórny,1996,0,1,0,0,0, Wawer, Wawer,1,2
21964,2150000,183,5,wtórny,2001,1,1,0,0,0, Mokotów, Wilanowska Al.,0,3
6449,2190000,183,5,wtórny,2001,1,1,0,0,0, Wilanów, Aleja Wilanowska,0,3
9719,2190000,183,5,wtórny,2001,1,1,0,0,0, Wilanów, Aleja Wilanowska,0,3
9582,1750000,182,6,wtórny,1996,0,1,0,0,0, Wawer, Alpejska,1,2
20642,3615200,180,6,wtórny,2010,1,1,0,0,0, Żoliborz,Kolektorska 15,4,4
21820,4600000,180,4,pierwotny,2021,0,1,0,0,0, Wawer, Radość,2,2
20896,2260000,179,5,wtórny,1996,0,1,0,0,0, Ursynów, Mielczarskiego,4,4
8560,2498860,178,4,wtórny,2022,0,1,0,0,0, Ochota, Maszynowa,2,3
11899,4800000,173,4,wtórny,2020,1,1,0,0,0, Mokotów, Piaseczyńska,5,6
18078,4325000,173,4,wtórny,2007,1,1,0,0,0, Mokotów, Jazgarzewska,1,5
1867,1890000,173,5,pierwotny,2021,0,0,0,0,0, Bielany, Rokokowa 130,0,1
19008,1670000,172,5,wtórny,1992,0,0,0,0,0, Ursynów, Ursynów,2,3
21427,5150000,172,3,wtórny,2008,1,1,1,1,1, Mokotów, Górny Mokotów,5,5
17014,3000000,170,6,wtórny,2022,1,1,0,0,0, Wilanów, Wilanów,8,9
22585,2750000,170,6,wtórny,2021,0,1,1,1,1, Praga-Południe, Francuska,3,4
12317,3400000,170,5,wtórny,2023,1,1,0,0,0, Śródmieście, Solec,9,11
13866,2911936,168,4,pierwotny,2022,1,1,0,0,0, Mokotów, Pory,1,2
8799,699000,168,6,wtórny,1999,0,1,0,0,0, Wawer, Wawer,1,2
10083,699000,168,6,wtórny,1997,0,1,0,0,0, Wawer,Ogórkowa,1,2
11002,699000,168,6,wtórny,1999,0,1,0,0,0, Wawer,Ogórkowa,1,2
3727,1940136,167,5,pierwotny,2022,0,1,0,0,0, Bielany, Bielany,0,2
8199,3400000,167,5,pierwotny,2021,1,1,0,0,0, Żoliborz,Kolektorska,1,2
14480,2893500,167,4,wtórny,2022,1,1,0,0,0, Mokotów, Mokotów,1,2
4279,2600000,166,5,wtórny,2000,1,1,0,0,0, Mokotów, Dolny Mokotów,6,6
13831,3240900,165,4,pierwotny,2022,1,1,0,0,0, Mokotów, Mokotów,2,2
2682,6500000,164,4,wtórny,2012,1,1,0,0,0, Śródmieście, Mikołaja Kopernika,3,5
15746,3280000,164,5,wtórny,2022,1,1,0,0,0, Wola, Marcina Kasprzaka,11,13
19337,3500000,164,3,wtórny,1998,1,1,0,0,0, Mokotów, Podchorążych,5,6
20181,2190000,163,5,wtórny,2001,1,1,0,0,0, Mokotów, Wilanowska Al.,0,3
17933,4900000,163,4,wtórny,2008,1,1,0,0,0, Śródmieście, Śródmieście,5,6
15667,990000,163,4,wtórny,2005,0,1,1,1,1, Białołęka,Głębocka,4,4
10795,1299000,163,5,wtórny,2022,0,0,0,0,0, Mokotów, Konstancińska,3,3
6141,3280000,163,5,wtórny,2020,0,1,0,0,0, Wola, Marcina Kasprzaka,11,13
21007,1920000,163,5,wtórny,2007,0,1,0,0,0, Wilanów, Zawady,2,2
8360,2500000,162,4,wtórny,2008,1,1,0,0,0, Ursynów,Makolągwy,3,3
17515,1700000,162,4,wtórny,2010,0,1,0,0,0, Ursynów, Gawota,0,2
8688,1449000,161,4,wtórny,1995,0,1,0,0,0, Wawer, al. Aleja Dzieci Polskich,0,1
758,3480685,161,3,pierwotny,2022,1,1,0,0,0, Mokotów, Mokotów,0,3
13867,2784262,160,4,pierwotny,2022,1,1,0,0,0, Mokotów, Pory,1,2
20694,2390000,160,4,wtórny,2006,1,1,0,0,0, Mokotów, Bukowińska,9,9
2767,3680000,160,4,wtórny,2022,1,1,0,0,0, Wilanów, Wilanów,4,4
21311,2800000,160,5,wtórny,2008,1,1,0,0,0, Wola,Zygmunta Słomińskiego,9,17
15010,4500000,160,4,wtórny,1929,0,0,0,0,0, Żoliborz, Czarnieckiego,1,2
11057,2880000,160,4,wtórny,2021,1,1,0,0,0, Mokotów,Wołoska,6,6
3362,2880000,160,4,wtórny,2021,1,1,0,0,0, Mokotów,Wołoska,6,6
19013,2200000,160,5,wtórny,1938,0,1,0,0,0, Śródmieście, Szwoleżerów,3,3
12968,3070000,159,4,wtórny,2003,1,1,0,0,0, Bemowo,Obrońców Tobruku,2,2
15687,2950000,159,4,wtórny,2004,1,1,0,0,0, Bemowo, Obrońców Tobruku,2,2
790,699000,158,5,pierwotny,2019,0,1,0,0,0, Wawer,Tawułkowa,1,2
12226,2000000,157,5,wtórny,2006,1,1,0,0,0, Żoliborz, Żoliborz,10,11
15737,2000000,157,5,wtórny,2006,1,1,0,0,0, Żoliborz, Żoliborz,10,11
15888,999000,157,4,wtórny,1936,0,1,0,0,0, Ursus, Henryka Opieńskiego,1,1
16593,2728075,157,4,pierwotny,2022,1,1,0,0,0, Mokotów, Białej Koniczyny,1,2
14613,1949000,156,5,pierwotny,2020,1,1,0,0,0, Ursynów, Bociania,0,2
11953,2711000,156,4,wtórny,2022,1,1,0,0,0, Mokotów, Mokotów,1,2
19807,6876000,155,3,wtórny,2009,1,1,0,0,0, Śródmieście, Niecała,1,7
2593,2788667,154,5,pierwotny,2021,1,1,0,0,0, Mokotów, Blisko Parku Arkadia. Gotowy apartamentowiec,1,2
13198,2788667,154,5,pierwotny,2021,1,1,0,0,0, Mokotów, Białej Koniczyny,1,2
15632,2800000,154,4,wtórny,2021,1,1,0,0,0, Wilanów, Wilanów,3,3
9655,2788667,154,5,pierwotny,2020,1,1,0,0,0, Mokotów, Stegny,1,2
11426,1240000,154,6,wtórny,2023,0,1,0,0,0, Wawer, Ogórkowa,0,1
12024,1190000,153,4,pierwotny,2020,0,1,1,1,1, Ursus, Słupska,0,1
4136,1890000,151,5,wtórny,2009,1,1,0,0,0, Białołęka,Geodezyjna,4,4
11116,1890000,151,5,wtórny,2009,1,1,0,0,0, Białołęka,Geodezyjna,4,4
4058,1890000,151,5,wtórny,2009,1,1,0,0,0, Białołęka,Geodezyjna,4,4
19424,1890000,151,5,wtórny,2009,1,1,0,0,0, Białołęka,Geodezyjna,4,4
15094,1890000,151,5,wtórny,2009,1,1,0,0,0, Białołęka,Geodezyjna,4,4
7843,1890000,151,5,wtórny,2009,1,1,0,0,0, Białołęka,Geodezyjna,4,4
16420,1890000,151,5,wtórny,2009,1,1,0,0,0, Białołęka,Geodezyjna,4,4
1561,1890000,151,5,wtórny,2009,1,1,0,0,0, Białołęka,Geodezyjna,4,4
3024,2100000,150,5,wtórny,1927,0,0,0,0,0, Śródmieście, Śródmieście,4,4
1809,2050000,150,5,wtórny,1924,0,0,0,0,0, Śródmieście, Aleja Niepodległości,4,4
5063,3500000,150,5,wtórny,1910,1,1,0,0,0, Śródmieście, Chmielna 26,3,5
23302,1760000,150,4,wtórny,2003,0,1,0,0,0, Wilanów, Kępa Zawadowska,1,3
1779,4850000,150,4,wtórny,2021,1,1,0,0,0, Mokotów, Puławska,6,6
7660,1490000,149,5,wtórny,2021,0,1,0,0,0, Wilanów, Wilanów,0,2
1785,4000000,149,4,wtórny,1935,1,0,0,0,0, Mokotów, Antoniego Edwarda Odyńca,3,4
6142,4000000,149,4,pierwotny,1935,0,0,0,0,0, Mokotów, Antoniego Edwarda Odyńca,3,4
7779,3278000,149,4,wtórny,2000,1,1,0,0,0, Mokotów, Mokotów,4,5
8717,3378000,149,4,wtórny,2000,1,0,0,0,0, Mokotów, Mokotów,4,5
18289,7300000,148,4,wtórny,2021,1,0,0,0,0, Śródmieście, Powiśle,6,6
16961,2970000,148,4,pierwotny,2020,1,1,0,0,0, Mokotów, Górska,1,4
7508,1334430,148,4,pierwotny,2019,0,1,0,0,0, Wilanów,Ruczaj,0,2
4684,1438000,148,4,wtórny,1994,0,1,0,0,0, Praga-Południe, Perkuna,4,5
709,1550000,146,5,wtórny,2022,0,0,0,0,0, Ursynów, Natolin,3,4
1829,2117000,146,6,pierwotny,2022,1,1,0,0,0, Włochy, Promienista,1,2
20147,2150000,146,4,wtórny,1998,1,1,0,0,0, Śródmieście, al. Jana Pawła II,7,12
3492,1650000,146,5,wtórny,2006,1,1,0,0,0, Włochy, Czereśniowa,3,4
23073,1299000,145,4,wtórny,2009,1,1,0,0,0, Bielany, Arkuszowa,0,2
13150,3000000,145,4,wtórny,2022,1,0,0,0,0, Wilanów, Wilanów,4,4
1830,2150070,144,6,pierwotny,2022,1,1,0,0,0, Włochy, Promienista,2,2
23172,2400000,144,5,wtórny,1911,1,0,0,0,0, Śródmieście, Śródmieście,4,4
23164,2400000,144,5,wtórny,1911,1,0,0,0,0, Śródmieście, Śródmieście,4,4
20880,1650000,143,4,wtórny,2000,0,1,0,0,0, mazowieckie, mazowieckie,3,3
15925,2216500,142,4,wtórny,2000,1,1,0,0,0, Mokotów, Jana III Sobieskiego,3,11
12223,1650000,142,4,wtórny,2000,0,1,0,0,0, Bemowo, Bemowo,3,3
16513,1919000,140,4,wtórny,2010,1,1,0,0,0, Mokotów, Służewiec,8,10
19889,5460000,140,4,wtórny,1910,1,0,0,0,0, Śródmieście, Mokotowska,5,5
8311,679000,140,4,pierwotny,2022,0,1,0,0,0, Wawer,Mrówcza,2,3
4292,679000,140,4,pierwotny,2022,0,1,0,0,0, Wawer,Mrówcza,2,3
4019,679000,140,4,pierwotny,2022,0,1,0,0,0, Wawer,Mrówcza,2,3
8192,679000,140,4,pierwotny,2022,0,1,0,0,0, Wawer,Mrówcza,2,3
6982,679000,140,4,pierwotny,2022,0,1,0,0,0, Wawer,Mrówcza,2,3
17044,679000,140,4,pierwotny,2022,0,1,0,0,0, Wawer,Mrówcza,2,3
12443,679000,140,4,pierwotny,2022,0,1,0,0,0, Wawer,Mrówcza,2,3
14314,679000,140,4,pierwotny,2022,0,1,0,0,0, Wawer,Mrówcza,2,3
3277,679000,140,4,pierwotny,2022,0,1,0,0,0, Wawer,Mrówcza,2,3
14666,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
16694,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
7684,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
8660,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
22817,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
13262,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
20047,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
19228,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
7742,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
6944,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
15289,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
16747,1990000,139,5,wtórny,2000,0,1,1,1,1, Bielany, Wrzeciono,0,2
3628,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
14978,2620000,139,3,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
17972,3100000,138,4,wtórny,2022,0,1,0,0,0, Wola, Pańska,7,8
11045,2900000,138,4,wtórny,2022,1,1,0,0,0, Wola, Pańska,7,8
13475,1858000,138,4,pierwotny,2020,1,1,0,0,0, Praga-Południe, Argentyńska,3,3
1832,1998100,137,6,pierwotny,2022,1,1,0,0,0, Włochy, Promienista,0,2
3377,3100000,137,4,pierwotny,2021,1,1,0,0,0, Mokotów,Zygmunta Modzelewskiego,7,7
683,1858000,137,4,pierwotny,2019,1,0,0,0,0, Praga-Południe, Argentyńska,3,2
12058,3560000,137,5,wtórny,2022,1,1,0,0,0, Mokotów, Łowicka,1,4
16681,2799000,137,5,wtórny,2019,1,0,0,0,0, Wilanów, al. Rzeczypospolitej,3,3
14509,2100000,137,3,wtórny,2000,1,1,0,0,0, Żoliborz,Gwiaździsta,10,12
1405,2100000,137,3,wtórny,2000,1,1,0,0,0, Żoliborz,Gwiaździsta,10,12
17357,2100000,137,3,wtórny,2000,1,1,0,0,0, Żoliborz,Gwiaździsta,10,12
7565,2100000,137,3,wtórny,2000,1,1,0,0,0, Żoliborz,Gwiaździsta,10,12
8112,2100000,137,3,wtórny,2000,1,1,0,0,0, Żoliborz,Gwiaździsta,10,12
17317,2100000,137,3,wtórny,2000,1,1,0,0,0, Żoliborz,Gwiaździsta,10,12
18875,663000,136,4,wtórny,2021,0,1,0,0,0, Wesoła, Wesoła,1,1
16783,663000,136,4,pierwotny,2021,0,1,0,0,0, Rembertów, Rembertów,1,1
23066,1630000,136,5,wtórny,2007,1,1,0,0,0, Ochota,Juliana Ursyna Niemcewicza,11,16
2707,899000,136,4,pierwotny,2021,0,1,0,0,0, Wawer, Wawer,1,2
4446,1100000,135,6,pierwotny,2022,0,1,1,1,1, Wawer, Wawer,1,2
5694,1100000,135,6,pierwotny,2022,0,1,1,1,1, Wawer, Wawer,1,2
3880,1100000,135,6,pierwotny,2022,0,1,1,1,1, Wawer, Wawer,1,2
14664,1100000,135,6,pierwotny,2022,0,1,1,1,1, Wawer, Wawer,1,2
235,1100000,135,6,pierwotny,2022,0,1,1,1,1, Wawer, Wawer,1,2
8554,2470000,135,4,wtórny,2020,1,1,0,0,0, Wilanów, Wilanów,4,4
21827,894900,135,4,pierwotny,2022,0,1,1,1,1, Bemowo, Bemowo,0,2
13065,1740000,135,4,wtórny,2000,1,1,0,0,0, Śródmieście,Zygmunta Słomińskiego,11,13
3870,1740000,135,4,wtórny,2000,1,1,0,0,0, Śródmieście,Zygmunta Słomińskiego,11,13
2496,1740000,135,4,wtórny,2000,1,1,0,0,0, Śródmieście,Zygmunta Słomińskiego,11,13
741,1740000,135,4,wtórny,2000,1,1,0,0,0, Śródmieście,Zygmunta Słomińskiego,11,13
14765,1458000,135,5,pierwotny,2021,0,1,0,0,0, Wawer,Trakt Lubelski,1,5
13923,1740000,135,4,wtórny,2000,1,1,0,0,0, Śródmieście,Zygmunta Słomińskiego,11,13
9585,2000000,135,4,wtórny,1996,0,1,0,0,0, Ursynów, Stanisława Herbsta,1,3
785,1465000,134,4,pierwotny,2022,0,1,0,0,0, Wawer,Kwiatów Polskich,0,2
6440,973979,134,4,pierwotny,2023,1,1,0,0,0, Ursus, Ursus,0,3
12848,899000,134,6,wtórny,2022,0,1,0,0,0, Wawer, Bysławska,1,2
15560,1640000,133,5,wtórny,1998,0,1,0,0,0, Bemowo, Ziębicka,3,5
1934,2900000,132,4,wtórny,2012,1,1,0,0,0, Mokotów,Obrzeżna,4,6
13122,2500000,132,3,wtórny,2018,1,0,0,0,0, Bielany, Słodowiec,4,5
22775,3200000,132,5,wtórny,1921,0,1,0,0,0, Mokotów, Stary Mokotów/zabytkowa willa z 1921 r./taras/ogród,1,2
9957,1999900,131,5,pierwotny,2021,1,1,0,0,0, Mokotów, Bluszczańska,2,2
9939,2999999,131,5,wtórny,2009,1,1,0,0,0, Wola, Józefa Bellottiego,11,11
12412,2400000,131,4,wtórny,2000,0,1,0,0,0, Bielany, Zgrupowania Żubr,1,3
1107,3380000,130,4,wtórny,2022,1,1,0,0,0, Wilanów, Franciszka Klimczaka,4,4
2764,1160000,130,4,wtórny,2021,0,0,0,0,0, Wawer, Wawer,0,1
13730,1700010,130,5,wtórny,2012,1,0,0,0,0, Bemowo, Chrzanów,3,3
22579,1100000,130,4,wtórny,2015,0,1,0,0,0, Ursynów, Kądziołeczki,1,2
20894,1950000,130,4,wtórny,2021,1,1,0,0,0, Białołęka, Kartograficzna,2,4
8117,1815000,130,4,pierwotny,2021,1,1,0,0,0, Włochy,Ryżowa 22,2,2
7610,1700010,130,5,wtórny,2012,1,0,0,0,0, Bemowo, Chrzanów,3,3
1936,1815000,130,4,pierwotny,2021,1,1,1,1,1, Włochy,Ryżowa,2,2
3766,3190000,130,5,wtórny,2022,0,1,0,0,0, Bielany, Gwiaździsta,1,2
8892,1700010,130,5,wtórny,2012,1,0,0,0,0, Bemowo, Chrzanów,3,3
13105,1700010,130,5,wtórny,2012,1,0,0,0,0, Bemowo, Chrzanów,3,3
11757,1960000,129,4,wtórny,2002,1,0,0,0,0, Mokotów, Władysława Orkana,3,9
10756,2329560,129,4,pierwotny,2021,1,1,0,0,0, Mokotów, Mokotów,1,2
6138,2395000,128,5,wtórny,2014,1,1,0,0,0, Mokotów, Aleja Wilanowska,3,4
4663,2200000,128,4,pierwotny,2022,1,1,0,0,0, Mokotów, Górny Mokotów,8,8
14976,2200000,128,4,pierwotny,2022,1,1,0,0,0, Mokotów, Górny Mokotów,8,8
6435,2200000,128,4,pierwotny,2022,1,1,0,0,0, Mokotów, Górny Mokotów,8,8
15250,2200000,128,4,pierwotny,2022,1,1,0,0,0, Mokotów, Górny Mokotów,8,8
15210,2200000,128,4,pierwotny,2022,1,1,0,0,0, Mokotów, Górny Mokotów,8,8
20643,2572200,128,4,wtórny,2010,1,1,0,0,0, Żoliborz,Kolektorska 15,4,4
2605,1198000,128,2,wtórny,2010,1,1,0,0,0, Ursynów,Nowoursynowska,4,4
10746,1490000,128,5,wtórny,1990,0,1,0,0,0, Ochota, Szczęśliwice,3,4
2307,1900000,127,4,wtórny,2016,1,1,0,0,0, Bemowo, Pełczyńskiego,0,7
18906,2198000,127,4,wtórny,1936,0,0,0,0,0, Mokotów, Dolny Mokotów,2,3
22399,2205900,127,4,wtórny,1934,0,0,0,0,0, Mokotów, Mokotów,2,3
16296,2300000,127,4,wtórny,2009,1,1,0,0,0, Wilanów, al. Rzeczypospolitej,5,5
15167,3402000,126,4,wtórny,1905,1,0,0,0,0, Śródmieście, Jana i Jędrzeja Śniadeckich,4,4
16769,2299000,126,5,wtórny,2020,1,1,0,0,0, Wola,Wolska,11,16
194,1700055,125,3,wtórny,2022,0,1,0,0,0, Mokotów, Sułkowicka,5,10
9999,1490000,125,4,wtórny,2009,1,0,0,0,0, Żoliborz, Żoliborz,7,14
3684,1250000,125,3,wtórny,2022,1,0,0,0,0, Bemowo, Franciszka Kawy,1,5
5915,1510000,125,4,pierwotny,2010,0,1,0,0,0, Wilanów,Ruczaj 117 D-ZB,0,2
2357,1510000,125,4,pierwotny,2019,0,1,0,0,0, Wilanów,Ruczaj,0,2
2358,1013877,125,3,pierwotny,2019,0,1,0,0,0, Wilanów,Ruczaj,1,2
7825,1250000,125,3,pierwotny,2019,0,1,0,0,0, Wilanów,Ruczaj,0,2
22700,1812500,125,5,wtórny,2003,1,1,0,0,0, Włochy, Al. Jerozolimskie,2,3
9589,1475000,125,4,wtórny,1996,0,1,0,0,0, Ursynów, Nowoursynowska,3,4
11039,1812500,125,5,wtórny,2003,1,1,0,0,0, Włochy, Al. Jerozolimskie,2,3
14080,1812500,125,5,wtórny,2003,1,1,0,0,0, Włochy, Al. Jerozolimskie,2,3
23207,1812500,125,5,wtórny,2003,1,1,0,0,0, Włochy, Al. Jerozolimskie,2,3
11896,1812500,125,5,wtórny,2003,1,1,0,0,0, Włochy, Al. Jerozolimskie,2,3
10220,1812500,125,5,wtórny,2003,1,1,0,0,0, Włochy, Al. Jerozolimskie,2,3
21413,1812500,125,5,wtórny,2003,1,1,0,0,0, Włochy, Al. Jerozolimskie,2,3
20984,1812500,125,5,wtórny,2003,1,1,0,0,0, Włochy, Al. Jerozolimskie,2,3
8689,1812500,125,5,wtórny,2003,1,1,0,0,0, Włochy, Al. Jerozolimskie,2,3
8114,1812500,125,5,wtórny,2003,1,1,0,0,0, Włochy, Al. Jerozolimskie,2,3
18643,1812500,125,5,wtórny,2003,1,1,0,0,0, Włochy, Al. Jerozolimskie,2,3
17789,1600000,125,4,wtórny,1992,0,1,0,0,0, Ursynów, Natolin,1,2
6450,1630000,125,5,wtórny,1992,0,1,0,0,0, Ursynów, Ursynów,1,2
7057,1555000,125,4,pierwotny,2021,0,1,0,0,0, Włochy,Ryżowa 22,2,2
11581,1485000,125,4,pierwotny,2021,1,1,0,0,0, Włochy, Stare Włochy,2,2
8708,1555000,124,4,pierwotny,2021,0,1,0,0,0, Włochy,Ryżowa 22,2,2
4139,1011123,124,3,pierwotny,2019,0,1,0,0,0, Wilanów,Ruczaj,1,2
