,Price,Space,Rooms,Market,Year,elevator,Parking place,balkon,taras,ogródek,district,street,level,max_level
6364,401662,41,2,pierwotny,2024,1,1,0,0,0, Białołęka,Ostródzka,3,3
2931,381001,41,2,pierwotny,2024,0,1,0,0,0, Białołęka, Leona Berensona,2,2
6752,699000,41,2,pierwotny,2022,1,0,0,0,0, Wola,Jana Kazimierza,2,6
2680,699000,41,2,wtórny,2022,1,1,0,0,0, Wola, Jana Kazimierza,2,6
7070,535000,41,2,wtórny,2018,1,1,0,0,0, Ursus, Konotopska,3,3
14241,499000,41,1,wtórny,2002,1,1,0,0,0, Targówek, Ludwika Kondratowicza,11,15
7027,539500,41,2,wtórny,1971,0,0,0,0,0, Żoliborz, Izabelli,2,4
10437,525000,41,2,wtórny,1972,1,0,0,0,0, Żoliborz, Jasnodworska,3,9
2110,430000,41,2,wtórny,2011,1,1,0,0,0, Białołęka,Leona Berensona,2,5
7675,445000,41,2,wtórny,1964,0,0,0,0,0, Praga-Południe,Olszynki Grochowskiej,4,4
14032,570000,41,1,wtórny,2002,1,1,0,0,0, Targówek, Targówek,10,15
13180,445000,41,2,wtórny,1964,0,0,0,0,0, Praga-Południe,Olszynki Grochowskiej,4,4
2105,430000,41,2,wtórny,2011,1,1,0,0,0, Białołęka,Leona Berensona,2,5
3804,450000,41,2,wtórny,1971,1,0,0,0,0, Żoliborz, Żoliborz,1,10
13742,600000,41,2,wtórny,2017,1,1,0,0,0, Bemowo, płk. Witolda Łokuciewskiego,2,4
13802,480000,41,2,wtórny,1979,1,0,0,0,0, Bemowo, Borowej Góry,4,10
15884,649000,41,2,wtórny,2017,1,1,0,0,0, Wilanów, al. Rzeczypospolitej,3,4
4074,685000,41,2,pierwotny,2016,1,1,0,0,0, Wilanów, al. Aleja Rzeczypospolitej 22,1,4
3509,685000,41,2,wtórny,2016,1,1,0,0,0, Wilanów, al. Rzeczypospolitej,1,4
13854,399000,41,2,wtórny,1972,1,0,0,0,0, Bielany, Bielany,5,10
8701,630000,41,2,wtórny,2022,0,0,0,0,0, Mokotów, Puławska,3,4
17917,530000,41,2,pierwotny,2022,1,0,0,0,0, Ochota, Ochota,4,5
8857,429000,41,2,wtórny,1967,0,0,0,0,0, Włochy, Kazimierza Zarankiewicza,4,4
3520,435645,41,2,pierwotny,2021,1,1,0,0,0, Białołęka, Animuszu,0,3
7215,565000,41,2,wtórny,2019,1,1,0,0,0, Białołęka,Starowiślna,0,6
16614,565000,41,2,wtórny,2019,1,1,0,0,0, Białołęka,Starowiślna,0,6
6007,565000,41,2,wtórny,2019,1,1,0,0,0, Białołęka,Starowiślna,0,6
22932,565000,41,2,wtórny,2019,1,1,0,0,0, Białołęka,Starowiślna,0,6
4191,565000,41,2,wtórny,2019,1,1,0,0,0, Białołęka,Starowiślna,0,6
0,565000,41,2,wtórny,2019,1,1,0,0,0, Białołęka,Starowiślna,0,6
3354,565000,41,2,wtórny,2019,1,1,0,0,0, Białołęka,Starowiślna,0,6
1911,565000,41,2,wtórny,2019,1,1,0,0,0, Białołęka,Starowiślna,0,6
21216,565000,41,2,wtórny,2019,1,1,0,0,0, Białołęka,Starowiślna,0,6
2752,670000,41,2,wtórny,2020,1,1,0,0,0, Wilanów, Wilanów,1,4
13473,765000,41,2,wtórny,2021,1,1,0,0,0, Włochy, Włochy,0,3
11844,449997,41,2,wtórny,1970,0,0,0,0,0, Mokotów,Św. Bonifacego 74,4,4
16637,630000,41,2,wtórny,1959,0,0,0,0,0, Wola, Mordechaja Anielewicza,2,4
14255,599000,41,2,wtórny,2022,0,0,0,0,0, Wola, Muranów,2,4
16358,574600,41,2,pierwotny,2023,1,1,0,0,0, Mokotów, Gościniec,1,3
11558,574689,41,2,pierwotny,2023,1,1,0,0,0, Mokotów, Siekierki,1,3
5096,574689,41,2,pierwotny,2023,1,0,0,0,0, Mokotów, Siekierki,1,3
5482,574690,41,2,pierwotny,2022,1,1,0,0,0, Mokotów, Gąsocińska,1,3
7550,574690,41,2,pierwotny,2023,0,1,0,0,0, Mokotów, Mokotów,1,3
7975,574689,41,2,pierwotny,2023,1,1,0,0,0, Mokotów, Siekierki,1,3
9681,574690,41,2,pierwotny,2023,1,1,0,0,0, Mokotów, Czerniaków,1,3
3711,779000,41,2,wtórny,2012,1,1,0,0,0, Żoliborz, Rydygiera 15A,1,8
2235,720000,41,2,wtórny,2011,1,1,0,0,0, Bielany,Jana Kasprowicza,4,4
12239,569000,41,2,pierwotny,2023,1,1,0,0,0, Mokotów, Ananasowa,2,3
10948,372790,41,2,pierwotny,2025,1,1,0,0,0, Białołęka,Płochocińska,2,3
10962,368668,41,2,pierwotny,2025,1,1,0,0,0, Białołęka,Płochocińska,1,3
10996,364458,41,2,pierwotny,2025,1,1,0,0,0, Białołęka,Płochocińska,0,3
12670,499000,41,2,wtórny,2018,1,1,0,0,0, Białołęka, Białołęka,1,2
1593,751000,41,2,wtórny,2012,1,1,0,0,0, Żoliborz,Ludwika Rydygiera,2,7
3279,660000,41,2,wtórny,2022,1,0,0,0,0, Bemowo, Chrzanów,0,3
14561,639000,41,2,wtórny,2018,0,0,0,0,0, Wola, Wola,2,7
3097,639000,41,2,wtórny,2018,1,1,0,0,0, Wola, Jana Kazimierza,2,7
13437,635000,41,2,wtórny,2011,1,0,0,0,0, Praga-Południe, Praga-Południe,4,7
5403,499000,41,1,wtórny,2002,1,1,0,0,0, Targówek, Ludwika Kondratowicza,10,16
10112,560000,41,2,wtórny,1976,1,1,0,0,0, Żoliborz,Władysława Broniewskiego,3,10
4751,560000,41,2,wtórny,1976,1,1,0,0,0, Żoliborz, Żoliborz,3,10
736,550000,41,2,wtórny,1972,1,0,0,0,0, Bielany, Marymoncka,10,10
20414,538000,41,2,wtórny,1965,1,0,0,0,0, Mokotów, Górny Mokotów,3,10
21002,690000,41,1,wtórny,1930,1,0,0,0,0, Wola, Wolność,1,3
3460,560000,41,2,wtórny,1976,1,0,0,0,0, Żoliborz,Władysława Broniewskiego,3,10
13370,560000,41,2,wtórny,1976,1,0,0,0,0, Żoliborz,Władysława Broniewskiego,3,10
12126,635000,41,2,wtórny,2011,1,0,0,0,0, Praga-Południe,Jugosłowiańska,2,8
5003,685000,41,2,wtórny,2017,1,1,0,0,0, Praga-Południe, Gocław,4,6
6458,570000,41,2,wtórny,2008,0,1,0,0,0, Ursus, Dzieci Warszawy 21B,1,3
3913,650000,41,2,wtórny,2022,1,1,0,0,0, Wola, Józefa Sowińskiego,0,6
7383,515000,41,2,wtórny,2015,0,0,0,0,0, Wawer, Wawer,1,2
4907,695000,41,2,wtórny,2018,1,1,0,0,0, Wola, Wola,3,6
2676,480000,41,2,wtórny,2021,1,1,0,0,0, Bemowo, Oławska,2,6
1955,450000,41,2,pierwotny,2023,1,1,0,0,0, Ursus, Ursus,1,5
9744,565000,41,2,wtórny,1986,1,0,0,0,0, Żoliborz, Broniewskiego,1,10
18930,902000,41,2,wtórny,2022,0,1,0,0,0, Mokotów, Lewicka,1,7
17663,1010000,41,2,wtórny,2017,1,1,0,0,0, Wola, Jaktorowska,7,7
6030,620000,40,2,wtórny,2008,1,1,0,0,0, Bemowo, Górczewska,1,13
16025,617000,40,2,wtórny,2009,1,0,0,0,0, Bemowo,Górczewska 200,4,14
3788,676000,40,2,wtórny,2013,1,1,0,0,0, Ochota, Villa Park,3,3
20527,403623,40,2,pierwotny,2022,1,1,0,0,0, Wawer,Przylaszczkowa,3,3
5230,395372,40,2,pierwotny,2023,0,1,0,0,0, Białołęka,Leona Berensona,0,2
11828,480000,40,2,pierwotny,2022,1,1,0,0,0, Ursus,Herbu Oksza 21,5,7
8084,610000,40,2,wtórny,2006,1,0,0,0,0, Praga-Południe, al. Stanów Zjednoczonych,2,15
6930,560970,40,2,pierwotny,2022,1,0,0,0,0, Włochy,Popularna,2,2
5834,590000,40,2,wtórny,2011,1,1,0,0,0, Wilanów,Adama Branickiego,1,4
3697,794500,40,2,wtórny,2022,1,1,0,0,0, Mokotów, Zdziechowskiego 3,5,7
3971,475000,40,2,wtórny,2022,1,1,0,0,0, Białołęka,Gioacchino Rossiniego,2,2
20675,518000,40,2,wtórny,1962,1,0,0,0,0, Mokotów,Jarosława Dąbrowskiego,3,11
11184,790000,40,2,wtórny,2019,0,1,0,0,0, Mokotów, Jaśminowy Mokotów,0,2
14818,410000,40,2,wtórny,2021,0,1,0,0,0, mazowieckie, mazowieckie,0,2
13054,516890,40,2,pierwotny,2024,1,0,1,1,1, Praga-Południe, Mińska ,0,5
12242,540200,40,2,pierwotny,2024,1,1,0,0,0, Bemowo, Szeligowska,2,5
2718,589000,40,2,wtórny,2021,1,1,0,0,0, Ursus, Edwarda Habicha 14,7,7
3173,655000,40,2,wtórny,2021,1,0,0,0,0, Mokotów,Taśmowa,0,6
11789,499000,40,2,wtórny,2022,1,1,0,0,0, Białołęka, Leona Berensona,0,2
11908,499000,40,2,wtórny,2014,1,1,1,1,1, Białołęka, Białołęka,0,2
14883,519000,40,2,wtórny,2015,1,1,0,0,0, Białołęka, Białołęka,0,2
21568,440000,40,2,wtórny,2013,0,1,0,0,0, Białołęka,Gioacchino Rossiniego,1,2
5583,440000,40,2,wtórny,2013,0,1,0,0,0, Białołęka,Gioacchino Rossiniego,1,2
10474,480000,40,2,wtórny,2013,0,1,0,0,0, Białołęka, Białołęka,2,2
11943,659000,40,2,wtórny,2018,0,0,0,0,0, Mokotów, Bluszczańska 30A,0,2
17131,435000,40,2,wtórny,2023,0,1,0,0,0, Ursus, Posag 7 Panien,1,7
11340,599000,40,2,wtórny,2016,1,1,0,0,0, Bemowo,Szeligowska,5,6
9846,540150,40,2,pierwotny,2024,1,1,0,0,0, Bemowo, Szeligowska,1,5
12887,541100,40,2,pierwotny,2024,1,1,0,0,0, Bemowo, Szeligowska,1,5
6280,450000,40,2,wtórny,2012,1,1,0,0,0, Białołęka,Internetowa,0,3
4253,450000,40,2,wtórny,2012,1,1,0,0,0, Białołęka,Internetowa,0,3
12192,650000,40,2,wtórny,1962,0,0,0,0,0, Wola, Niska,1,3
20387,657000,40,2,pierwotny,2022,1,1,0,0,0, Praga-Południe, Praga-Południe,6,8
3164,750000,40,2,wtórny,1960,1,0,0,0,0, Śródmieście, Wspólna 52/54,4,6
751,489000,40,2,wtórny,1964,0,1,0,0,0, Targówek,Toruńska,3,3
22037,450000,40,2,wtórny,2012,1,1,0,0,0, Białołęka,Internetowa,0,3
4008,650000,40,2,wtórny,2010,1,1,0,0,0, Wilanów, Adama Branickiego,3,5
13793,450000,40,2,wtórny,2010,1,1,0,0,0, Białołęka, Sieczna,0,2
6242,450000,40,2,wtórny,2012,1,1,0,0,0, Białołęka,Internetowa,0,3
5743,590000,40,2,wtórny,2016,1,1,0,0,0, Bemowo, szeligowska 32D,4,6
16204,540000,40,1,wtórny,2002,1,0,0,0,0, Włochy, Fasolowa,1,5
7990,450000,40,2,wtórny,2012,1,1,0,0,0, Białołęka,Internetowa,0,3
12714,450000,40,2,wtórny,2012,1,1,0,0,0, Białołęka,Internetowa,0,3
10085,438000,40,2,wtórny,2007,1,0,0,0,0, Białołęka,Pasłęcka,7,8
5601,660000,40,2,wtórny,2003,1,0,0,0,0, Ursynów, Ursynów,4,16
1055,450000,40,2,wtórny,2012,1,1,0,0,0, Białołęka,Internetowa,0,3
71,699000,40,2,wtórny,1965,1,1,0,0,0, Śródmieście,Daniłowiczowska,5,10
19188,450000,40,2,wtórny,2012,1,1,0,0,0, Białołęka,Internetowa,0,3
2986,679000,40,2,wtórny,1970,1,0,0,0,0, Śródmieście,Górnośląska,8,10
17024,500000,40,2,wtórny,1968,1,0,0,0,0, Wola, Wola,2,10
12165,635000,40,2,wtórny,2022,1,0,0,0,0, Ochota, Borsucza,3,5
9158,520000,40,2,wtórny,1978,1,0,0,0,0, Mokotów, Czerniakowska,5,10
604,559000,40,2,wtórny,2022,0,0,0,0,0, Praga-Południe, Praga-Południe,3,6
3827,500000,40,2,wtórny,2022,1,0,0,0,0, Włochy, Włochy,1,4
23256,639000,40,2,pierwotny,2021,1,1,0,0,0, Wola,Marcina Kasprzaka,11,12
4421,719900,40,2,wtórny,2021,1,1,0,0,0, Wola, Gumińska,1,5
471,799000,40,2,wtórny,2015,1,0,0,0,0, Praga-Południe, Praga-Południe,4,8
568,1150000,40,1,wtórny,2009,1,0,0,0,0, Wesoła,Grzybowska,11,22
12655,599000,40,2,wtórny,2021,0,0,0,0,0, Śródmieście, Ludna,3,16
5808,420000,40,2,wtórny,2001,1,0,0,0,0, Białołęka,Książkowa,2,4
12180,599000,40,2,wtórny,2018,1,0,0,0,0, Włochy, Bakalarska,3,5
10522,599000,40,2,wtórny,2021,1,1,0,0,0, Ursynów,Kłobucka,0,4
12561,599000,40,2,wtórny,2018,1,1,0,0,0, Włochy, Bakalarska,3,5
18014,615000,40,1,wtórny,2010,1,0,0,0,0, Włochy, Cegielniana,2,2
2228,480000,40,2,wtórny,2019,0,0,0,0,0, Białołęka,Kąty Grodziskie,2,2
32,699000,40,2,wtórny,1965,1,1,0,0,0, Śródmieście,Daniłowiczowska,5,10
11476,540100,39,2,pierwotny,2024,1,1,0,0,0, Bemowo, Szeligowska,1,5
3726,580482,39,2,pierwotny,2024,1,1,0,0,0, Bemowo, Bemowo,4,5
11941,528100,39,2,pierwotny,2024,1,1,0,0,0, Bemowo, Szeligowska,1,5
18071,571238,39,2,pierwotny,2023,1,1,0,0,0, Mokotów,Polska,3,3
14582,588375,39,2,pierwotny,2023,1,1,0,0,0, Mokotów, Dolny Mokotów,3,3
1939,858000,39,2,wtórny,1961,1,1,0,0,0, Śródmieście, Wspólna,3,6
973,480000,39,2,pierwotny,2022,1,1,0,0,0, Włochy, Włochy,5,5
14853,418000,39,2,wtórny,2022,0,0,0,0,0, Targówek, Radzymińska,0,4
4883,520000,39,2,wtórny,1962,1,0,0,0,0, Wola, Wolska  15,10,10
1738,714780,39,2,wtórny,2015,1,1,0,0,0, Praga-Południe, Mińska,11,11
9932,657600,39,2,pierwotny,2022,0,1,0,0,0, Praga-Południe, Gocław,6,8
9235,657600,39,2,pierwotny,2022,1,1,0,0,0, Praga-Południe, Gocław,6,7
6088,665000,39,2,wtórny,2012,1,0,0,0,0, Wola, Wola,2,10
11220,490000,39,2,wtórny,1974,1,0,0,0,0, Mokotów, Czerniakowska,10,10
20701,550000,39,2,wtórny,2021,1,1,0,0,0, Ursynów, Kłobucka,2,4
14902,499000,39,2,wtórny,2022,1,0,0,0,0, Bemowo,Obrońców Tobruku,1,3
3422,495000,39,2,pierwotny,2022,1,1,0,0,0, Białołęka, Życzliwa Praga,0,4
12428,574500,39,2,pierwotny,2024,1,0,0,0,0, Bemowo, Lazurowa,0,5
13148,720000,39,2,wtórny,2022,1,0,0,0,0, Mokotów, Obrzeżna,5,10
12733,450000,39,2,wtórny,1972,0,0,0,0,0, Targówek, Targówek,3,4
1070,545000,39,2,wtórny,2022,1,0,0,0,0, Bemowo, Bemowo,2,6
7320,660000,39,2,wtórny,1957,0,0,0,0,0, Ochota,Białobrzeska,2,3
7445,574484,39,2,pierwotny,2024,0,1,0,0,0, Bemowo, Chrzanów,0,5
10998,511801,39,2,wtórny,2021,1,1,0,0,0, Rembertów, al. Aleja gen. Antoniego Chruściela ,5,5
16498,511801,39,2,wtórny,2021,1,1,0,0,0, Rembertów, al. Aleja gen. Antoniego Chruściela ,5,5
8347,511801,39,2,wtórny,2021,1,1,0,0,0, Rembertów, al. Aleja gen. Antoniego Chruściela ,5,5
7752,511801,39,2,wtórny,2021,1,1,0,0,0, Rembertów, al. Aleja gen. Antoniego Chruściela ,5,5
19111,511801,39,2,wtórny,2021,1,1,0,0,0, Rembertów, al. Aleja gen. Antoniego Chruściela ,5,5
20476,511801,39,2,wtórny,2021,1,1,0,0,0, Rembertów, al. Aleja gen. Antoniego Chruściela ,5,5
22776,511801,39,2,wtórny,2021,1,1,0,0,0, Rembertów, al. Aleja gen. Antoniego Chruściela ,5,5
6826,511801,39,2,wtórny,2021,1,1,0,0,0, Rembertów, al. Aleja gen. Antoniego Chruściela ,5,5
1834,511801,39,2,wtórny,2021,1,1,0,0,0, Rembertów, al. Aleja gen. Antoniego Chruściela ,5,5
12116,650852,39,2,pierwotny,2022,1,1,0,0,0, Mokotów, Bartycka,1,2
13655,484000,39,2,wtórny,1982,1,0,0,0,0, Praga-Południe,Złotej Wilgi,11,13
2773,429900,39,2,pierwotny,2022,1,1,0,0,0, Ursus,Posag 7 Panien,4,7
13056,449000,39,2,pierwotny,2022,1,1,0,0,0, Ursus, Aleje Jerozolimskie,2,4
12005,495000,39,2,wtórny,1968,1,0,0,0,0, Wola, Muranów,2,10
10472,476888,39,2,pierwotny,2023,1,1,0,0,0, Mokotów, Służewiec,1,5
7991,476888,39,2,pierwotny,2023,1,1,0,0,0, Mokotów, Służewiec,1,5
4775,627000,39,2,pierwotny,2022,1,1,0,0,0, Bielany, Bielany,1,6
11637,476888,39,2,pierwotny,2023,1,1,0,0,0, Mokotów, Służewiec,1,5
4033,750000,39,2,wtórny,2012,0,0,0,0,0, Wola, Pokorna,1,7
9790,570000,39,2,wtórny,2018,1,1,0,0,0, Ursus, Ursus,7,7
9672,570000,39,2,wtórny,2018,1,1,0,0,0, Ursus, Ursus,7,7
6472,570000,39,2,wtórny,2018,1,1,0,0,0, Ursus, Ursus,7,7
16966,570000,39,2,wtórny,2018,1,1,0,0,0, Ursus, Ursus,7,7
4407,570000,39,2,wtórny,2018,1,1,0,0,0, Ursus, Ursus,7,7
8191,570000,39,2,wtórny,2018,1,1,0,0,0, Ursus, Ursus,7,7
5539,549000,39,2,wtórny,2000,1,0,0,0,0, Ursynów, Ursynów,4,8
5794,549000,39,2,wtórny,2000,1,0,0,0,0, Ursynów, Ursynów,4,8
5860,351907,39,2,pierwotny,2022,1,0,0,0,0, Białołęka,Warzelnicza 9,0,2
6942,549000,39,2,wtórny,2000,1,0,0,0,0, Ursynów, Ursynów,4,8
19929,549000,39,2,wtórny,2000,1,0,0,0,0, Ursynów, Ursynów,4,8
10960,549000,39,2,wtórny,2000,1,0,0,0,0, Ursynów, Ursynów,4,8
17084,549000,39,2,wtórny,2000,1,0,0,0,0, Ursynów, Ursynów,4,8
3659,550000,39,1,wtórny,2022,0,0,0,0,0, Praga-Południe, Ludwika Kickiego,1,4
5924,423000,39,2,pierwotny,2023,1,1,0,0,0, Ursus,Posag 7 Panien,3,7
3360,400000,39,2,wtórny,1960,0,0,0,0,0, Bielany,Marymoncka,3,8
13747,546000,39,2,wtórny,2002,1,1,0,0,0, Praga-Południe, Czapelska,5,6
5829,528200,39,2,wtórny,1970,1,0,0,0,0, Centrum, Chłodna 15,5,14
18849,677000,39,2,pierwotny,2021,1,1,0,0,0, Wola, Wola,4,21
13405,520000,39,2,wtórny,1948,0,0,0,0,0, Wola, ks. Jana Sitnika,2,3
18848,637000,39,2,pierwotny,2021,1,1,0,0,0, Wola, Wola,11,24
13758,520000,39,2,wtórny,1948,0,0,0,0,0, Wola, Młynów,2,3
819,528200,39,2,wtórny,1970,1,0,0,0,0, Centrum, Chłodna 15,5,14
2340,528200,39,2,wtórny,1970,1,0,0,0,0, Centrum, Chłodna 15,5,14
23048,676000,39,2,pierwotny,2021,1,1,0,0,0, Wola,Marcina Kasprzaka,11,12
18296,780000,39,2,wtórny,1962,1,0,0,0,0, Śródmieście, Latawiec,3,6
12971,549900,39,2,wtórny,2000,1,1,0,0,0, Praga-Południe, Praga-Południe,5,6
1421,599000,39,2,wtórny,1968,1,1,0,0,0, Praga-Północ, Jagiellońska,4,7
16428,676000,39,2,pierwotny,2021,1,1,0,0,0, Wola,Marcina Kasprzaka,11,12
1653,520000,39,2,wtórny,1948,0,0,0,0,0, Wola, Sitnika 4,2,3
11622,650000,39,2,wtórny,1968,1,1,0,0,0, Praga-Północ, Praga-Północ,5,7
4017,650000,39,2,wtórny,1968,1,1,0,0,0, Praga-Północ, Praga-Północ,5,7
20519,450000,39,1,wtórny,2007,0,0,0,0,0, Białołęka,Pasłęcka,1,3
5830,450000,39,1,wtórny,2003,0,0,0,0,0, Bemowo,Edmunda Jana Osmańczyka,0,5
3901,650000,39,2,wtórny,1968,1,1,0,0,0, Praga-Północ, Praga-Północ,5,7
22620,650000,39,2,wtórny,1968,1,1,0,0,0, Praga-Północ, Praga-Północ,5,7
16615,650000,39,2,wtórny,1968,1,1,0,0,0, Praga-Północ, Praga-Północ,5,7
3007,538200,39,2,wtórny,2001,1,1,0,0,0, Ochota,Wacława Sierpińskiego,1,10
15640,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
10131,624500,39,2,wtórny,1972,1,0,0,0,0, Śródmieście, Śródmieście,5,16
5540,650000,39,2,wtórny,1968,1,1,0,0,0, Praga-Północ, Praga-Północ,5,7
12416,650000,39,2,wtórny,2022,1,1,0,0,0, Wola, Wola,2,8
21879,650000,39,2,wtórny,1968,1,1,0,0,0, Praga-Północ, Praga-Północ,5,7
13028,650000,39,2,wtórny,1968,1,1,0,0,0, Praga-Północ, Praga-Północ,5,7
11977,543000,39,2,wtórny,2003,1,1,0,0,0, Praga-Południe, Grochów,5,6
1445,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
14470,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
3288,662900,39,2,wtórny,2006,1,0,0,0,0, Śródmieście, Śródmieście,6,12
3287,662900,39,2,wtórny,2006,1,0,0,0,0, Żoliborz, Żoliborz,6,12
16888,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
6241,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
17629,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
6978,650000,39,2,wtórny,1968,1,1,0,0,0, Praga-Północ, Praga-Północ,5,7
313,650000,39,2,wtórny,1968,1,1,0,0,0, Praga-Północ, Praga-Północ,5,7
4487,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
6584,545000,39,2,wtórny,1965,1,0,0,0,0, Bielany, Stare Bielany,6,7
977,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
7749,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
2708,545000,39,2,wtórny,2022,1,0,0,0,0, Bemowo, Bemowo,2,6
16030,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
12445,620000,39,2,wtórny,1969,1,0,0,0,0, Wola, Krochmalna,10,15
22544,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
16196,620000,39,2,wtórny,1975,1,0,0,0,0, Wola, Żelazna,7,10
6046,449000,39,2,wtórny,2013,0,1,0,0,0, Białołęka, Żeglugi Wiślanej,2,3
7444,541926,38,2,pierwotny,1980,0,0,0,0,0, Bemowo, Chrzanów,0,5
9113,600000,38,2,wtórny,1963,1,0,0,0,0, Mokotów, Wierzbno,2,6
9739,595000,38,2,wtórny,1963,1,0,0,0,0, Mokotów, Modzelewskiego 73,2,6
13887,889000,38,2,wtórny,1960,1,0,0,0,0, Śródmieście, Wspólna,3,5
12793,459000,38,2,wtórny,1968,1,0,0,0,0, Mokotów,Artura Malawskiego,6,10
8237,459000,38,2,wtórny,1968,1,0,0,0,0, Mokotów,Artura Malawskiego,6,10
16597,649000,38,2,wtórny,1972,1,0,0,0,0, Śródmieście, Śródmieście Północne,11,15
3317,459000,38,2,wtórny,1968,1,0,0,0,0, Mokotów,Artura Malawskiego,6,10
8894,459000,38,2,wtórny,1968,1,0,0,0,0, Mokotów,Artura Malawskiego,6,10
6320,459000,38,2,wtórny,1968,1,0,0,0,0, Mokotów,Artura Malawskiego,6,10
5244,464000,38,2,wtórny,1968,0,0,0,0,0, Mokotów,Artura Malawskiego,8,10
11948,489000,38,2,wtórny,1972,1,0,0,0,0, Mokotów,Artura Malawskiego,9,10
1094,459000,38,2,wtórny,1968,1,0,0,0,0, Mokotów,Artura Malawskiego,6,10
10219,459000,38,2,wtórny,1968,1,0,0,0,0, Mokotów,Artura Malawskiego,6,10
16070,459000,38,2,wtórny,1968,1,0,0,0,0, Mokotów,Artura Malawskiego,6,10
9245,459000,38,2,wtórny,1968,1,0,0,0,0, Mokotów,Artura Malawskiego,6,10
18839,459000,38,2,wtórny,1968,1,0,0,0,0, Mokotów,Artura Malawskiego,6,10
6008,459000,38,2,wtórny,1968,1,0,0,0,0, Mokotów,Artura Malawskiego,6,10
9872,639448,38,2,pierwotny,2021,1,1,0,0,0, Mokotów, Mokotów,1,2
6816,639449,38,2,pierwotny,2022,1,1,0,0,0, Mokotów, Siekierki,1,2
16851,366795,38,2,pierwotny,2022,1,0,0,0,0, Białołęka, Kobiałka,1,2
3652,610000,38,2,wtórny,1961,1,1,0,0,0, Śródmieście, Antonia Corazziego,3,4
250,480000,38,1,wtórny,2002,1,1,0,0,0, Ochota,Wacława Sierpińskiego,4,8
20807,530000,38,2,wtórny,2001,1,0,0,0,0, Bemowo, Powstańców Śląskich,8,11
251,510000,38,2,wtórny,2002,1,1,0,0,0, Ochota,Wacława Sierpińskiego,4,8
7904,520000,38,2,wtórny,1975,1,0,0,0,0, Mokotów, Jana Maklakiewicza,6,10
248,599000,38,1,wtórny,2002,1,1,0,0,0, Ochota,Wacława Sierpińskiego,4,8
3334,575000,38,2,pierwotny,2022,1,0,0,0,0, Bielany,Sokratesa,1,5
10525,516955,38,2,pierwotny,2022,1,1,0,0,0, Mokotów, Służewiec,1,5
11741,485000,38,2,wtórny,2013,1,1,0,0,0, Białołęka,Leona Berensona 55,0,3
9557,485000,38,2,wtórny,2013,1,1,0,0,0, Białołęka,Leona Berensona 55,0,3
6560,485000,38,2,wtórny,2013,1,1,0,0,0, Białołęka,Leona Berensona 55,0,3
19500,485000,38,2,wtórny,2013,1,1,0,0,0, Białołęka,Leona Berensona 55,0,3
13691,485000,38,2,wtórny,2013,1,1,0,0,0, Białołęka,Leona Berensona 55,0,3
2575,485000,38,2,wtórny,2013,1,1,0,0,0, Białołęka,Leona Berensona 55,0,3
6943,485000,38,2,wtórny,2013,1,1,0,0,0, Białołęka,Leona Berensona 55,0,3
6474,485000,38,2,wtórny,2013,1,1,0,0,0, Białołęka,Leona Berensona 55,0,3
1960,650000,38,1,wtórny,1960,1,0,0,0,0, Śródmieście, Bracka,2,6
2639,610000,38,2,wtórny,1961,1,1,0,0,0, Śródmieście, Śródmieście,3,4
4648,465000,38,2,wtórny,1970,0,0,0,0,0, Ochota,Pruszkowska,2,4
893,382000,38,2,pierwotny,2023,1,1,0,0,0, Ursus, Ursus,6,7
13627,388000,38,2,wtórny,2023,0,0,0,0,0, Ursus, Edwarda Habicha,2,8
906,382000,38,2,pierwotny,2023,1,1,0,0,0, Ursus, Ursus,6,7
16595,780000,38,2,pierwotny,2020,0,1,0,0,0, Wola, Młynów,5,6
11836,459000,38,2,wtórny,2003,1,1,0,0,0, Praga-Południe, Sulejkowska,2,11
7764,531000,38,2,wtórny,2016,1,1,0,0,0, Praga-Północ, Kijowska,3,7
7298,480000,38,2,wtórny,1975,0,0,0,0,0, Ochota, Ochota,3,3
10323,1200000,38,2,wtórny,2010,1,0,0,0,0, Śródmieście,Grzybowska,3,17
18002,639000,38,2,wtórny,1970,1,0,0,0,0, Praga-Południe, Ateńska,9,10
18135,520000,38,2,wtórny,2016,1,1,0,0,0, Bemowo,Batalionów Chłopskich,1,4
