Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
"Warszawa, Żoliborz",4400000,159,4,wtórny,2002,,"balkon, taras",1/8,garaż/miejsce parkingowe
"Warszawa, Mokotów",2286000,114.3,4,wtórny,2000,tak,taras,parter/4,garaż/miejsce parkingowe
"Warszawa, Ursynów",545000,45.9,2,wtórny,1985,"piwnica, oddzielna kuchnia","balkon, ogródek",parter/4,
"Warszawa, Białołęka",690000,70.1,3,wtórny,2010,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka",599000,47.92,2,wtórny,2017,tak,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Żoliborz, ul. Kajetana Koźmiana",540000,45.75,3,wtórny,1967,nie,,10/18,
"Warszawa, Żoliborz, ks. Jerzego Popiełuszki",519000,32,2,wtórny,2022-06-30,plastikowe,,4/10,
"Warszawa, Białołęka, ul. Winorośli",635000,53.9,3,wtórny,2018,tak,taras,4/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, Bociania",875000,70,3,wtórny,1998,"piwnica, pom. użytkowe",,2/3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław",540000,35,1,wtórny,2013,tak,balkon,6/14,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Kinowa",499999,43.2,3,wtórny,2022-07-01,piwnica,balkon,4/10,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Emilii Plater",3358800,124.4,3,wtórny,2013,,"balkon, taras",1/7,garaż/miejsce parkingowe
"Warszawa, Wola, jaktorowska 5",499999,25.6,1,wtórny,2018,nie,balkon,6/7,garaż/miejsce parkingowe
"Warszawa, Białołęka, Pomorska",540000,51,2,,,,,,
"Warszawa, Włochy",480200,42.31,2,pierwotny,2022,tak,balkon,3,garaż/miejsce parkingowe
"Warszawa, Wola",541500,30.47,1,pierwotny,apartamentowiec,pom. użytkowe,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Wola, Koło, Antoniego Dobiszewskiego",425000,33,1,wtórny,1950,nie,,parter/3,
"Warszawa, Ursus, Posag 7 Panien",688000,48.12,2,wtórny,2021,tak,balkon,5/7,garaż/miejsce parkingowe
"Warszawa, Mokotów, Michała Bałuckiego",850000,51.5,2,wtórny,1956,,balkon,3/4,
"Warszawa, Mokotów, Cybernetyki",1520000,83.81,3,wtórny,2017,,"balkon, taras",2/7,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Mińska",646840,41.2,2,wtórny,2022-09-30,"teren zamknięty, domofon / wideofon",,3/4,
"Warszawa, Żoliborz, Sady Żoliborskie",620000,56.6,3,wtórny,1970,tak,balkon,6/10,garaż/miejsce parkingowe
"Warszawa, Białołęka, Ostródzka 118",,62.95,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Włochy",405000,31.56,1,pierwotny,2022,tak,balkon,5,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle",2800000,111.55,3,wtórny,2006,monitoring / ochrona,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Stara Praga",499000,36,2,wtórny,1937,nie,,2/4,
"Warszawa, Bemowo, ul. Powstańców Śląskich",860000,65,2,wtórny,2013,tak,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec, ul. Komputerowa",1204000,73,3,wtórny,2018,tak,balkon,6/7,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służew, al. Aleja Lotników",600000,37.5,2,wtórny,blok,"domofon / wideofon, monitoring / ochrona",balkon,3/11,
"Warszawa, Ursynów, ul. Edwarda Dembowskiego",450000,30.86,1,wtórny,blok,"telewizja kablowa, internet",,parter/7,
"Warszawa, Wilanów",1101870,69.3,2,wtórny,apartamentowiec,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",taras,2/4,garaż/miejsce parkingowe
"Warszawa, mazowieckie",48621544,37.06,2,pierwotny,apartamentowiec,,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Białej Floty",2499000,120,4,wtórny,2022-03-30,drewniane,"balkon, taras",3/6,garaż/miejsce parkingowe
"Warszawa, Bielany, Hansa Christiana Andersena",450000,48.5,2,wtórny,1979,oddzielna kuchnia,,parter/12,
"Warszawa, Praga-Północ, Józefa Sierakowskiego",858000,38.15,1,wtórny,2021,monitoring / ochrona,,2/6,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Koszykowa",472500,26.68,1,wtórny,1954,cegła,,1/4,
"Warszawa, Śródmieście, ul. Siedmiogrodzka",2499000,110,4,wtórny,2022-05-16,plastikowe,balkon,7/15,garaż/miejsce parkingowe
"Warszawa, Śródmieście",670000,38,2,wtórny,1970,tak,balkon,5/10,
"Warszawa, Wola, Muranów",670000,35,2,wtórny,1956,nie,balkon,2/4,
"Warszawa, Żoliborz, Włościańska",512500,38,2,wtórny,2022-07-01,plastikowe,balkon,9/10,
"Warszawa, Ursynów",700000,55,2,wtórny,1986,tak,balkon,parter/8,
"Warszawa, Żoliborz, Władysława Broniewskiego",515000,38,2,wtórny,1968,,,3/7,
"Warszawa, Ochota, Stara Ochota",1050000,64.9,3,wtórny,1928,nie,balkon,4/5,
"Warszawa, Ursynów, Kabaty, Kazimierza Jeżewskiego",590000,38.1,1,wtórny,2005,monitoring / ochrona,,2/5,
"Warszawa, Wola, ul. Jana Olbrachta 58",257000,50,3,wtórny,1974,wielka płyta,balkon,parter/10,
"Warszawa, Bielany, Antoniego Magiera",340000,27,1,wtórny,1970,,,parter/4,
"Warszawa, Mokotów, Górny Mokotów, Stępińska",658000,47,2,wtórny,1960,nie,balkon,2/4,
"Warszawa, Żoliborz, Sady Żoliborskie, Elbląska",449000,41.5,2,wtórny,1971,"telewizja kablowa, internet, telefon",balkon,1/10,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, ul. Konopacka",528000,37.42,1,wtórny,1954,tak,,6/6,
"Warszawa, Włochy, ul. Strubiczów",435000,37.5,2,,,,,,
"Warszawa, Wola, Okopowa",540000,33.32,2,wtórny,1966,"system alarmowy, monitoring / ochrona",balkon,9/11,
"Warszawa, Bemowo, ul. Górczewska",1210000,90,4,wtórny,2008,tak,balkon,5/12,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Mińska",751608,48.18,3,wtórny,2022-09-30,"teren zamknięty, domofon / wideofon",,3/4,
"Warszawa, Ursus",473000,54.9,2,wtórny,1963,nie,balkon,2/4,
"Warszawa, Białołęka, Mehoffera",514000,53,2,wtórny,2009,teren zamknięty,"ogródek, taras",1/3,
"Warszawa, Rembertów",299000,37,1,wtórny,1934,piwnica,,parter/2,
"Warszawa, Wilanów",765000,53,2,wtórny,2011,tak,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Rembertów",270000,34,2,wtórny,1934,piwnica,,parter/2,
"Warszawa, Białołęka, Skarbka z Gór",555000,54,2,wtórny,2022-06-30,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Targówek",593000,45.7,2,wtórny,2016,tak,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Popularna",,38.58,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bemowo, Brygadzistów",615000,51.5,3,wtórny,2022-07-01,plastikowe,balkon,1/10,
"Warszawa, Włochy, ul. Popularna",,56.3,3,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Mariana Zdziechowskiego",1199000,78,4,wtórny,2020,tak,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Mokotów, Górny Mokotów, ul. Rabindranatha Tagore",500000,36,2,wtórny,nie,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,parter/4,
"Warszawa, Targówek, ul. Łodygowa",693000,58,3,wtórny,2017,tak,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Mokotów",784700,43.48,2,pierwotny,apartamentowiec,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","balkon, taras",1/7,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Strumykowa",920000,107,4,wtórny,2002,tak,"balkon, taras",3/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, Jarosława Dąbrowskiego",429000,31,1,wtórny,2022-06-30,nie,,2/4,
"Warszawa, Żoliborz, Sady Żoliborskie",825000,49,2,wtórny,1964,nie,ogródek,parter/5,
"Warszawa, Białołęka, Żerań, ul. Starowiślna",565000,41.34,2,wtórny,2019,tak,"ogródek, taras",parter/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Artura Malawskiego",459000,38.8,2,wtórny,1968,tak,balkon,6/10,
"Warszawa, Ursynów, Stokłosy, Hawajska",465000,46.4,2,wtórny,1980,nie,,3/4,
"Warszawa, Bielany, Bogusławskiego",648000,64.8,3,wtórny,plastikowe,piwnica,balkon,1/10,
"Warszawa, Praga-Południe, Gocław, Tadeusza Manteuffla",660000,63,3,wtórny,2022-06-30,tak,balkon,6/9,
"Warszawa, Praga-Południe",620000,63,3,wtórny,1980,tak,balkon,parter/10,
"Warszawa, Ochota, Filtrowa",750000,46,2,wtórny,1930,nie,balkon,1/4,
"Warszawa, Ochota, Harfowa",1255000,71,3,wtórny,2003,monitoring / ochrona,taras,4/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, Kabaty, Wąwozowa",696600,54,2,wtórny,1996,tak,balkon,1/10,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Łukowska",445000,46,2,wtórny,1970,piwnica,,5/10,
"Warszawa, Ursus, ul. Herbu Oksza",649000,66,4,pierwotny,2022-08-15,plastikowe,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Mokotów",703000,35.68,2,pierwotny,apartamentowiec,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",ogródek,parter/7,garaż/miejsce parkingowe
"Warszawa, Ursus",856000,78.54,3,wtórny,1997,oddzielna kuchnia,,3/4,
"Warszawa, Praga-Południe, Gocławek, Korkowa",539000,52,2,wtórny,2006,nie,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany",1710000,151.55,4,wtórny,2013,cegła,"balkon, taras",parter/1,garaż/miejsce parkingowe
"Warszawa, Mokotów, Dolny Mokotów, ul. Bluszczańska",899000,54,3,wtórny,2014,tak,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bemowo",1195000,105,4,wtórny,2005,"telewizja kablowa, internet",balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Żoliborz, ul. Sybilli",1120000,82,3,wtórny,2022-06-01,tak,balkon,&gt; 10/15,
"Warszawa, Wilanów, ul. Aleksandra Gieysztora",756820,47.92,2,wtórny,2022-06-23,drewniane,balkon,1/3,
"Warszawa, Białołęka, ul. Leona Berensona",650000,61.77,2,wtórny,2014,"domofon / wideofon, monitoring / ochrona",taras,2/2,
"Warszawa, Wola, ul. Płocka",728200,63.6,4,wtórny,2022-06-03,plastikowe,balkon,3/10,
"Warszawa, Ochota",1300000,95.5,4,wtórny,1999,tak,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Ochota",540000,31.4,1,wtórny,2008,tak,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Bemowo, Górce, Górczewska",620000,40.85,2,wtórny,2008,tak,balkon,1/13,garaż/miejsce parkingowe
"Warszawa, Mokotów, Kazimierzowska",1050000,42,2,pierwotny,2022,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Iberyjska",510000,44,2,wtórny,plastikowe,"lodówka, meble, piekarnik, kuchenka, pralka",balkon,7/1,
"Warszawa, Praga-Południe, Mińska",385063,25.25,2,wtórny,2022-09-30,"teren zamknięty, domofon / wideofon",,1/4,
"Warszawa, Wawer, Chodzieska",760000,80.16,4,wtórny,2022,,,parter,garaż/miejsce parkingowe
"Warszawa, Bielany, Słodowiec, Wrzeciono",890000,61,3,wtórny,2022-08-01,tak,,2/8,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Tadeusza Gajcego",280000,17.9,1,wtórny,blok,"domofon / wideofon, monitoring / ochrona",,2/10,
"Warszawa, Praga-Południe, Gocław",1618400,115.6,4,wtórny,2010,monitoring / ochrona,,&gt; 10/14,garaż/miejsce parkingowe
"Warszawa, Ursus",760000,63.9,3,wtórny,2020,monitoring / ochrona,balkon,5/7,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Owsiana",520000,35.5,2,wtórny,2018,,,4/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",445000,47,2,wtórny,1972,tak,balkon,5/12,
"Warszawa, Mokotów, Białej Floty",2060000,95,4,wtórny,2020,tak,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Białołęka",643306,72.69,5,pierwotny,apartamentowiec,"drzwi / okna antywłamaniowe, domofon / wideofon","balkon, taras",2,garaż/miejsce parkingowe
"Warszawa, Mokotów, Czerniakowska",549000,48.2,3,wtórny,2022-03-23,plastikowe,balkon,3/10,
"Warszawa, Żoliborz, Włościańska",539000,45.24,2,wtórny,1974,tak,balkon,1/10,
"Warszawa, Ursynów, ul. Xawerego Dunikowskiego",1221450,81.43,4,pierwotny,2022,tak,balkon,6/10,garaż/miejsce parkingowe
"Warszawa, Białołęka, Żeglugi Wiślanej",449000,39,2,wtórny,2013,nie,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Ursynów",760000,67,3,wtórny,plastikowe,domofon / wideofon,balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Bielany, Piaski, Władysława Broniewskiego",484000,41.7,2,wtórny,1973,tak,balkon,7/10,
"Warszawa, Wola, Mordechaja Anielewicza",430000,26.4,1,wtórny,1968,tak,,7/10,
"Warszawa, Wawer, ul. Skowronkowa",,89.58,5,,,,"balkon, ogródek",parter,
"Warszawa, Włochy, Pana Tadeusza 14",1085000,83.5,3,wtórny,2012,monitoring / ochrona,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Ursus, Stanisława Bodycha",649000,72,4,wtórny,2001,tak,balkon,5/7,
"Warszawa, Bielany, Podleśna",379000,26,1,wtórny,1965,"teren zamknięty, domofon / wideofon",,1/4,
"Warszawa, Żoliborz, Rafała Krajewskiego",795000,55,3,wtórny,1936,,balkon,4/5,
"Warszawa, Białołęka",565299,59.82,4,pierwotny,apartamentowiec,"drzwi / okna antywłamaniowe, domofon / wideofon","balkon, taras",1,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Egejska",567725,39.7,1,wtórny,2022-06-30,plastikowe,balkon,8/8,garaż/miejsce parkingowe
"Warszawa, Wawer, ul. Skowronkowa",,96.07,5,,,,ogródek,parter,
"Warszawa, Białołęka",670000,69.7,3,wtórny,2022-06-30,plastikowe,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Mokotów",2700000,119,4,wtórny,apartamentowiec,,taras,5/6,garaż/miejsce parkingowe
"Warszawa, Wola, al. Aleja Prymasa Tysiąclecia",1690000,80.33,3,wtórny,2022,tak,"balkon, taras",&gt; 10/24,garaż/miejsce parkingowe
"Warszawa, Białołęka",739152,83.52,5,pierwotny,apartamentowiec,"drzwi / okna antywłamaniowe, domofon / wideofon","balkon, taras",2,garaż/miejsce parkingowe
"Warszawa, Ursus, Ul. Kompanii AK „Goplana „ 3",599000,48.02,2,wtórny,2019,tak,ogródek,parter/7,garaż/miejsce parkingowe
"Warszawa, Wawer, ul. Skowronkowa",,96.07,5,,,,"balkon, ogródek",parter,
"Warszawa, Praga-Północ, Nowa Praga, pl. gen. Józefa Hallera",830000,70.5,3,wtórny,1954,tak,,3/5,
"Warszawa, Wola, Łacińska",1164750,77.65,3,wtórny,2001,nie,balkon,2/3,
"Warszawa, Praga-Południe, Mińska",772713,53.53,2,wtórny,2022-09-30,"teren zamknięty, domofon / wideofon",,parter/4,
"Warszawa, Wola, Marcina Kasprzaka",915000,46.02,2,wtórny,2019,"telewizja kablowa, internet",balkon,5/13,garaż/miejsce parkingowe
"Warszawa, Wawer, ul. Skowronkowa",,96.07,5,,,,"balkon, ogródek",parter,
"Warszawa, Żoliborz",1499000,76.22,3,wtórny,2018,tak,balkon,1/10,garaż/miejsce parkingowe
"Warszawa, Ochota",1199000,86.4,3,wtórny,1936,nie,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Śródmieście",6300000,328,6,wtórny,2006,"system alarmowy, monitoring / ochrona","balkon, taras",&gt; 10/16,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Stanisława Bodycha",443000,44.3,2,wtórny,2001,tak,balkon,6/7,garaż/miejsce parkingowe
"Warszawa, Targówek, Biruty",650000,64.2,2,wtórny,2006,pom. użytkowe,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Włochy",50676160,45.54,2,pierwotny,2022,tak,balkon,3,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Starej Baśni",640000,46,3,wtórny,2022-04-08,plastikowe,balkon,9/10,
"Warszawa, Ursus, ul. Herbu Oksza",569000,57.34,3,pierwotny,2022-06-30,plastikowe,balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",59061609,64.91,3,pierwotny,2023,,balkon,2,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Herbu Oksza",649000,66,3,pierwotny,2023-06-15,tak,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Białołęka",620000,56.52,3,pierwotny,2021,tak,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Ursus, Przy Forcie",445000,35,1,wtórny,2008,tak,balkon,3/4,
"Warszawa, Bemowo, Górczewska",620000,41,2,wtórny,2008,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",639000,51,2,wtórny,1953,nie,,2/4,
"Warszawa, Wola, Muranów, ul. Mordechaja Anielewicza",539000,45.5,3,wtórny,1970,"telewizja kablowa, internet, telefon",balkon,2/9,
"Warszawa, Praga-Południe, ul. Szaserów",560000,56,3,wtórny,1965,nie,balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Wola, Ulrychów",1150000,65,3,wtórny,2020,tak,balkon,3/7,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Tadeusza Gajcego",280000,17.9,1,wtórny,blok,"domofon / wideofon, monitoring / ochrona",,2/10,
"Warszawa, Ursynów, Puszczyka",565000,42.1,3,wtórny,1977,"telewizja kablowa, internet, telefon",,parter/7,
"Warszawa, Wola",665000,39.7,2,wtórny,2012,tak,balkon,2/10,
"Warszawa, Mokotów, Leszczyny",2990000,117.57,3,wtórny,2022-06-01,drewniane,"ogródek, taras",1/2,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Grochów",551450,51.45,3,wtórny,1930,cegła,,3/3,
"Warszawa, Praga-Południe, Grochów",610450,55.5,4,wtórny,blok,,,3/4,
"Warszawa, Ursus",609650,68.5,3,wtórny,1961,,,1/4,
"Warszawa, Żoliborz, Sady Żoliborskie",515000,38,2,wtórny,1968,nie,,3/7,
"Warszawa, Białołęka, ul. Pawła Włodkowica",,65.37,4,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Ochota",1150000,65,2,wtórny,2009,tak,"balkon, taras",5/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Pawła Włodkowica",,70.23,4,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Stara Praga",490000,37,2,wtórny,1966,tak,balkon,6/11,garaż/miejsce parkingowe
"Warszawa, Wawer",700000,85,3,pierwotny,dom wolnostojący,,"balkon, ogródek",,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Mordechaja Anielewicza 47",520000,37,2,wtórny,blok,domofon / wideofon,balkon,1/4,
"Warszawa, Białołęka, ul. Pawła Włodkowica",,70.23,4,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, Żerań, Jana Kowalczyka",349900,35,2,wtórny,2022-03-01,tak,,7/12,garaż/miejsce parkingowe
"Warszawa, Włochy, Fasolowa",730000,79.1,4,wtórny,2022-05-23,plastikowe,balkon,1/4,
"Warszawa, Białołęka",400000,36.7,1,wtórny,2005,cegła,balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Pawła Włodkowica",,25.76,1,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Białołęka",430000,30,1,wtórny,2020,monitoring / ochrona,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Bielany, Stare Bielany, żeromskiego 44/50",753000,49,2,wtórny,2022-05-28,nie,balkon,3/3,
"Warszawa, Targówek, Rembielińska",375000,38,2,wtórny,2022-06-30,piwnica,balkon,6/10,
"Warszawa, Praga-Północ, Stara Praga",515000,37,2,wtórny,1966,"system alarmowy, monitoring / ochrona",,&gt; 10/11,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec, Postępu",777200,67,3,pierwotny,2022,"telewizja kablowa, internet",balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Praga, 11 listopada 10",598000,49,3,,,,,,
"Warszawa, Bemowo, ul. Stanisława Konarskiego",,80.57,4,pierwotny,2022,tak,balkon,3,garaż/miejsce parkingowe
"Warszawa, Ochota, Sanocka",549000,46.4,3,wtórny,1970,oddzielna kuchnia,,2/4,
"Warszawa, Targówek, ks. Piotra Skargi",489000,51,2,wtórny,1992,oddzielna kuchnia,balkon,4/8,
"Warszawa, Targówek, św. Wincentego",725000,60.8,3,wtórny,2002,monitoring / ochrona,,4/7,garaż/miejsce parkingowe
"Warszawa, Targówek, Krasnobrodzka",540000,53.2,3,wtórny,1976,oddzielna kuchnia,,9/10,
"Warszawa, Mokotów, Konduktorska",577000,42.59,3,wtórny,1965,monitoring / ochrona,balkon,3/4,
"Warszawa, Ochota, Drawska",1090000,73.5,3,wtórny,2008,"system alarmowy, monitoring / ochrona",,3/4,garaż/miejsce parkingowe
"Warszawa, Bemowo, Sternicza",855010,65.77,4,pierwotny,2024-01-31,pom. użytkowe,taras,1/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, Sternicza",645970,49.69,3,pierwotny,2024-01-31,pom. użytkowe,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wola, Odolany, ul. Jana Kazimierza",640000,39.98,2,wtórny,2022-08-01,plastikowe,balkon,2/6,
"Warszawa, Śródmieście, Nowe Miasto, Świętojańska",3500000,140,3,wtórny,kamienica,,,4/4,
"Warszawa, Mokotów, Ksawerów, Władysława Orkana",4020000,156.77,5,pierwotny,2023-02-01,drewniane,,2/3,
"Warszawa, Mokotów, Pole Mokotowskie, ul. Asfaltowa",976679,61.1,3,wtórny,1932,nie,,2/5,
"ul. Kokoryczki 5a, Warszawa, mazowieckie",720000,66,3,wtórny,apartamentowiec,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Śródmieście, al. Aleja Jana Pawła II",760000,52.9,3,wtórny,blok,domofon / wideofon,,&gt; 10/16,
"Warszawa, Mokotów, Ksawerów, Władysława Orkana",4020000,156.77,5,pierwotny,2023,,taras,3/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Ksawerów, Władysława Orkana",4020000,156.77,5,pierwotny,2023-02-01,drewniane,taras,1/3,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Niecała",15671000,344,7,wtórny,apartamentowiec,inne,,1/7,
"Warszawa, Śródmieście, Śródmieście Północne, Niecała",8795000,189,4,wtórny,apartamentowiec,pom. użytkowe,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Śródmieście Północne, Niecała",6876000,155,3,wtórny,apartamentowiec,inne,,1/7,
"Warszawa, Mokotów, Sielce, Podchorążych",4860000,243,6,wtórny,1993,,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Wola, Mirów, Grzybowska",830000,30.06,1,wtórny,2020,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",balkon,3/8,
"Warszawa, Mokotów, Sielce, Sułkowicka",2500000,124,3,wtórny,2017,tak,balkon,6/8,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Wileńska",1090000,67.79,3,wtórny,2013,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",balkon,7/8,garaż/miejsce parkingowe
"Warszawa, Mokotów, Wyględów, Karola Chodkiewicza",8300000,315,5,wtórny,apartamentowiec,inne,,6/7,
"Warszawa, Śródmieście, Złota",15900000,208.4,5,wtórny,blok,pom. użytkowe,,&gt; 10/52,garaż/miejsce parkingowe
"Warszawa, Mokotów, Ksawerów, Bukowińska",1460000,89.85,3,wtórny,2008,tak,,&gt; 10/16,garaż/miejsce parkingowe
"Warszawa, Mokotów, Stegny, Aleja Wilanowska",2395000,128.85,5,wtórny,2014,tak,taras,3/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Saska Kępa, Paryska",790000,49,2,wtórny,2022-02-25,plastikowe,,parter/3,
"Warszawa, Wola, Mirów, Grzybowska",5500000,218.17,4,wtórny,2009,tak,taras,&gt; 10/22,
"Warszawa, Wola, Czyste, Marcina Kasprzaka",3280000,163,5,wtórny,2020,nie,balkon,&gt; 10/13,garaż/miejsce parkingowe
"Warszawa, Mokotów, Antoniego Edwarda Odyńca",4000000,149.33,4,pierwotny,1935,nie,balkon,3/4,
"Warszawa, Włochy, Nowe Włochy",4500000,423,10,wtórny,1936,nie,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Głębocka 115e",600000,51.49,2,wtórny,2019,tak,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, Pory",1999000,136,5,wtórny,apartamentowiec,inne,,10/10,garaż/miejsce parkingowe
"Warszawa, Wola, Muranów, Krochmalna",8540910,271.14,7,wtórny,2020,tak,taras,7/7,
"Warszawa, Śródmieście, Śródmieście Północne, Twarda",2700000,77,3,wtórny,2014,tak,,8/44,garaż/miejsce parkingowe
"Warszawa, Wola, Muranów, Krochmalna",6870150,218.1,7,wtórny,apartamentowiec,"telewizja kablowa, internet, telefon",taras,7/7,garaż/miejsce parkingowe
"Warszawa, mazowieckie",645000,60,4,wtórny,2022-06-17,plastikowe,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Edwarda Józefa Abramowskiego",502000,28.3,1,,,,taras,1/8,garaż/miejsce parkingowe
"Warszawa, Białołęka, Ostródzka 118",,78.59,4,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Śródmieście Południowe, Emilli Plater 25",870000,36,2,wtórny,1912,nie,,3/5,
"Warszawa, Białołęka, ul. Pawła Włodkowica",,44.01,2,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Pawła Włodkowica",,50.57,3,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Pawła Włodkowica",,27.06,1,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Pawła Włodkowica",,27.8,1,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Pawła Włodkowica",,25.76,1,,,,,,
"Warszawa, Białołęka, ul. Pawła Włodkowica",,73.29,4,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Pawła Włodkowica",,26.18,1,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Pawła Włodkowica",,51.5,3,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Pawła Włodkowica",,25.68,1,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Jana Kazimierza",1285000,71,3,pierwotny,2022,tak,balkon,4/8,garaż/miejsce parkingowe
