Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
"Warszawa, Śródmieście, ul. Daniłowiczowska",699000,40,2,wtórny,1965,tak,balkon,5/10,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Baryczków",640800,53.4,3,,,,balkon,6/6,garaż/miejsce parkingowe
"Warszawa, Ursus, Władysława Jagiełły",700000,61.17,3,wtórny,2022-08-01,tak,ogródek,parter/3,garaż/miejsce parkingowe
"ul. Dionizosa, Warszawa, mazowieckie",,69.1,4,,,,balkon,6/8,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",432282,32.26,1,,,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, Nowodwory, Pasłęcka 14",,63.93,3,,,,,,
"Warszawa, Białołęka, Nowodwory, Pasłęcka 14",,123.45,3,,,,"taras, balkon",3/3,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Adolfa Pawińskiego",630000,55,3,wtórny,1968,nie,balkon,parter/3,
"Warszawa, Wola, ul. Jana Kazimierza",860000,50.58,2,wtórny,2016,tak,balkon,1/6,
"Warszawa, Ursus, Karola Taylora",599900,44.69,2,pierwotny,2022,tak,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Leona Berensona",444845,56.8,3,pierwotny,2021,tak,balkon,,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Saska Kępa, ul. Zakopiańska",1700000,91.5,4,wtórny,1939,nie,"balkon, ogródek",1/3,
"Warszawa, Mokotów, Czerniaków, ul. Zwierzyniecka 17",655000,57,3,wtórny,1972,tak,balkon,3/10,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",530000,51.53,3,wtórny,2023,tak,balkon,2/7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",560000,55.28,3,wtórny,2023,tak,balkon,7/8,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Leona Berensona",325812,37.6,2,pierwotny,2021,tak,balkon,,garaż/miejsce parkingowe
"Warszawa, Białołęka, Choszczówka, Polnych Kwiatów",660000,69.5,3,wtórny,2022,internet,ogródek,2/2,garaż/miejsce parkingowe
"Warszawa, Wola",622000,43,2,pierwotny,apartamentowiec,"telewizja kablowa, internet, telefon",balkon,5/26,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Okrągła",,53.94,3,,,,,1/3,garaż/miejsce parkingowe
"Warszawa, Wola, Czyste, Józefa Bema",800000,53,2,wtórny,2022-07-07,plastikowe,,6/9,garaż/miejsce parkingowe
"Warszawa, mazowieckie",488000,41,2,pierwotny,blok,"telewizja kablowa, telefon",balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław, ul. gen. Tadeusza Bora-Komorowskiego",660000,48.27,2,wtórny,2008,tak,balkon,7/16,garaż/miejsce parkingowe
"Warszawa, Śródmieście, rynek Starego Miasta",2980000,125.59,5,wtórny,kamienica,"telewizja kablowa, internet, telefon",taras,5/5,
"Warszawa, Praga-Południe",1041300,70.17,3,pierwotny,2024,tak,balkon,parter/5,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",661900,45.44,2,pierwotny,2024,tak,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, mazowieckie",401380,42,2,pierwotny,blok,telefon,,parter/3,garaż/miejsce parkingowe
"Warszawa, mazowieckie",584212,44.94,2,pierwotny,2023,tak,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, mazowieckie",604800,57.6,3,pierwotny,2022,tak,balkon,4/8,garaż/miejsce parkingowe
"Warszawa, Żoliborz",770000,51.3,2,wtórny,1938,nie,,parter/3,
"Warszawa, Śródmieście, Wspólna",1050000,73,2,wtórny,1902,meble,,4/4,
"Warszawa, Wola, ul. Pawia",549000,47.5,3,wtórny,blok,"telewizja kablowa, internet, telefon",balkon,1/4,
"Warszawa, Białołęka, Nowodwory, Pasłęcka 14",,94.76,4,,,,taras,3/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, Nowodwory, Pasłęcka 14",,29.82,1,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, Nowodwory, Pasłęcka 14",,49.4,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, Nowodwory, Pasłęcka 14",,63.09,3,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Śródmieście, ul. Krakowskie Przedmieście",1350000,52,3,wtórny,1947,nie,,1/3,
"Warszawa, Targówek, ul. Zamkowa",,53.85,3,,,,,1/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Baryczków",969760,88.16,4,,,,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, Nowodwory, Pasłęcka 14",,92.8,3,,,,taras,2/3,garaż/miejsce parkingowe
"Warszawa, Śródmieście, ul. Daniłowiczowska",699000,40,2,wtórny,1965,tak,balkon,5/10,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Baryczków",640800,53.4,3,,,,balkon,6/6,garaż/miejsce parkingowe
"Warszawa, Ursus, Władysława Jagiełły",700000,61.17,3,wtórny,2022-08-01,tak,ogródek,parter/3,garaż/miejsce parkingowe
"ul. Dionizosa, Warszawa, mazowieckie",,69.1,4,,,,balkon,6/8,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",432282,32.26,1,,,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, Nowodwory, Pasłęcka 14",,63.93,3,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, Nowodwory, Pasłęcka 14",,123.45,3,,,,"taras, balkon",3/3,garaż/miejsce parkingowe
"Warszawa, Targówek, Bródno",499000,46,2,wtórny,1970,nie,balkon,2/10,
"Warszawa, Bielany, Młociny, ul. Dorycka",399000,24.5,1,wtórny,1975,tak,balkon,6/10,
"Warszawa, Praga-Południe, Grochów",600000,56,2,wtórny,1958,nie,,parter/3,
"Warszawa, Targówek, ul. Baryczków",906870,81.7,4,,,,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Mokotów",850000,57,2,wtórny,2022-07-07,"telewizja kablowa, telefon",balkon,7/7,
"Warszawa, Białołęka, ul. Okrągła",,71.78,4,,,,taras,3/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Zamkowa",567379,53.78,3,,,,taras,parter/3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",731757,63.36,3,,,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Okrągła",,40.26,2,,,,"taras, ogródek",parter/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, al. Wilanowska",1150000,81.1,3,wtórny,2002,"telewizja kablowa, internet",balkon,2/9,garaż/miejsce parkingowe
"Warszawa, Wola, Odolany, Marcina Kasprzaka",720000,65.82,4,wtórny,1964,nie,,1/5,
"Warszawa, Bielany, Starej Baśni",659000,54.9,3,wtórny,1970,tak,balkon,8/10,
"Warszawa, Targówek, ul. Zamkowa",437988,38.42,1,,,,,1/3,garaż/miejsce parkingowe
"ul. Dionizosa, Warszawa, mazowieckie",,55.7,3,,,,ogródek,1/8,garaż/miejsce parkingowe
"ul. Dionizosa, Warszawa, mazowieckie",,25.4,1,,,,balkon,8/8,garaż/miejsce parkingowe
"ul. Dionizosa, Warszawa, mazowieckie",,32.01,2,,,,balkon,4/8,garaż/miejsce parkingowe
"ul. Dionizosa, Warszawa, mazowieckie",,87.3,5,,,,taras,8/8,garaż/miejsce parkingowe
"Warszawa, Bemowo, M. Coopera 9B",799000,55,3,wtórny,2010,tak,"balkon, taras",1/3,
"Warszawa, Białołęka, ul. Okrągła",,53.32,3,,,,,parter/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Baryczków",640800,53.4,3,,,,,5/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Górny Mokotów, ul. Wołoska",549000,48,2,wtórny,1960,nie,balkon,1/3,
"Warszawa, Żoliborz",1000000,55,3,wtórny,2016,tak,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, Leona Berensona",329296,37.1,2,pierwotny,2022,"telewizja kablowa, internet",balkon,1/2,
"Warszawa, Praga-Południe, ul. Bliska",,49.17,2,,,,,5/9,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Uniwersytecka",625400,41.7,2,wtórny,2021-09-28,plastikowe,,parter/4,
"Warszawa, Mokotów, Nałęczowska 33",1270000,70,3,wtórny,2022,tak,balkon,9/10,garaż/miejsce parkingowe
"Warszawa, Białołęka, Nowodwory, Pasłęcka 14",,63.09,3,,,,"balkon, ogródek",1/3,garaż/miejsce parkingowe
"ul. Dionizosa, Warszawa, mazowieckie",,39.7,2,,,,balkon,2/8,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Rozłogi",,54.82,3,,,,"taras, ogródek",parter/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, al. Stanów Zjednoczonych",629000,39,2,wtórny,1966,tak,,8/9,
"Warszawa, Bielany, Stanisława Przybyszewskiego",743000,47.9,2,wtórny,1955,cegła,,3/3,
"Warszawa, Białołęka, ul. Okrągła",,44.6,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Chomiczówka, Wojciecha Bogusławskiego",650000,50.64,2,wtórny,1976,monitoring / ochrona,,8/12,
"Warszawa, Ursus, ul. Tadeusza Hennela",525352,48.87,2,,,,"taras, ogródek",parter/7,garaż/miejsce parkingowe
"Warszawa, Ursus",810000,60,3,wtórny,2019,"system alarmowy, monitoring / ochrona",,7/7,garaż/miejsce parkingowe
"Warszawa, Ursus, Herbu Oksza",760000,60,3,wtórny,2019,"system alarmowy, monitoring / ochrona",balkon,5/7,garaż/miejsce parkingowe
"Warszawa, Ursus",727000,74.21,4,wtórny,2022,"system alarmowy, monitoring / ochrona",balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec, Obrzeżna",785900,54.2,2,wtórny,2016,"system alarmowy, monitoring / ochrona",balkon,6/8,garaż/miejsce parkingowe
"Warszawa, Wola, Mirów",2049000,145,4,wtórny,1998,monitoring / ochrona,,8/13,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle",558000,36,2,wtórny,blok,"drzwi / okna antywłamaniowe, domofon / wideofon",balkon,2/4,
"Warszawa, Praga-Południe, ul. Przeworska",699000,48.53,3,wtórny,2018,tak,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Synów Pułku",450000,30,2,wtórny,blok,domofon / wideofon,,6/10,
"Warszawa, Włochy, Nowe Włochy, Obywatelska",1115000,91,3,wtórny,2016,monitoring / ochrona,,3/5,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Nowa Praga",940000,93,4,wtórny,1978,tak,"balkon, taras",3/5,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Tadeusza Hennela",654900,67.69,3,,,,,1/7,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",,90.43,4,,,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Targówek, Bródno, ul. Suwalska",598000,48,3,wtórny,blok,"piwnica, oddzielna kuchnia",balkon,3/10,garaż/miejsce parkingowe
"Warszawa, Wesoła, ul. Stefana Żeromskiego",,50.32,2,,,,,1/5,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Tadeusza Hennela",854532,75.79,3,,,,taras,7/7,garaż/miejsce parkingowe
"Warszawa, Włochy, Stare Włochy",568800,36,2,wtórny,2014,tak,balkon,5/7,
"Warszawa, Białołęka, Leona Berensona 12E",469999,46.53,2,wtórny,2012,monitoring / ochrona,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Baryczków",890530,81.7,4,,,,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, Nowodwory, Pasłęcka 14",,44.95,2,,,,balkon,1/3,garaż/miejsce parkingowe
"ul. Herbu Oksza, Warszawa, mazowieckie",,90.54,5,,,,balkon,3/7,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle",2450000,123.67,4,wtórny,1929,telewizja kablowa,balkon,5/8,
"Warszawa, Mokotów",850000,55.97,2,wtórny,2012,tak,"balkon, taras",2/4,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Rozłogi",,43.85,2,,,,taras,parter/4,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Wieśniacza",,92.9,4,,,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Puławska",800000,58.4,2,wtórny,1936,nie,,4/4,
"Warszawa, Bemowo, ul. Rozłogi",,60.93,3,,,,,5/8,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Rozłogi",,60.93,3,,,,,6/8,garaż/miejsce parkingowe
"ul. Dionizosa, Warszawa, mazowieckie",,25.4,1,,,,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Altowa",,33.73,1,,,,"taras, ogródek",parter/6,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Renesansowa",1030000,84.5,3,wtórny,2005,tak,balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Tadeusza Hennela",460902,40.43,2,,,,,parter/7,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,35.39,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Balicka",,46.68,2,,,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Zamkowa",,72.71,4,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Zamkowa",,38.16,1,,,,,2/3,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle, ul. Okrąg",949000,50,2,wtórny,1963,tak,balkon,5/9,garaż/miejsce parkingowe
"Warszawa, Wawer, ul. Przygodna",,75.59,4,,,,balkon,2/2,
"Warszawa, Mokotów, F. Joliot Curie 11a",608000,36.3,2,wtórny,1969,nie,,2/10,
"ul. Herbu Oksza, Warszawa, mazowieckie",,54.18,2,,,,balkon,2/7,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław, Znanieckiego",540000,60,3,wtórny,1980,nie,balkon,3/4,
"Warszawa, Ursus, ul. Balicka",,60.21,3,,,,,1/7,garaż/miejsce parkingowe
"Warszawa, Wola",970000,67,3,wtórny,1958,"piwnica, oddzielna kuchnia",balkon,2,
"Warszawa, Bemowo, Witolda Doroszewskiego",450000,38.4,2,wtórny,blok,oddzielna kuchnia,balkon,2/11,
"Warszawa, Włochy, ul. Altowa",,31.86,2,,,,"taras, ogródek",parter/6,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Karola Dickensa",440000,36,2,wtórny,blok,"domofon / wideofon, monitoring / ochrona",,4/4,
"Warszawa, Ursynów, Kabaty",1077000,59.2,2,wtórny,2005,tak,taras,1/8,garaż/miejsce parkingowe
"Warszawa, Mokotów, Dolny Mokotów",2250000,113.5,3,wtórny,2006,tak,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Zamkowa",,79.57,4,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,60.52,3,,,,,6/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",504505,38.81,2,,,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Sokratesa",1613180,106.13,5,,,,taras,6/6,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Sokratesa",807576,70.84,3,,,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Sokratesa",696360,49.74,2,,,,ogródek,parter/6,garaż/miejsce parkingowe
"ul. Dionizosa, Warszawa, mazowieckie",,66.9,4,,,,balkon,2/8,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Okrągła",,36.42,2,,,,,parter/3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Tadeusza Hennela",440037,37.61,1,,,,,6/7,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Okrągła",,25.58,1,,,,,parter/3,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Tadeusza Joteyki",,84.7,4,,,,"taras, ogródek",parter/5,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Tadeusza Joteyki",,64.54,3,,,,,1/5,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Tadeusza Joteyki",,134.29,5,,,,,2/5,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Tadeusza Joteyki",,38.8,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",,42.97,2,,,,balkon,4/6,garaż/miejsce parkingowe
"ul. Armanda Călinescu, Warszawa, mazowieckie",,49.61,3,,,,balkon,1/5,
"ul. Armanda Călinescu, Warszawa, mazowieckie",,30.07,1,,,,,2/5,
"ul. Armanda Călinescu, Warszawa, mazowieckie",,25.18,2,,,,,4/5,
"Warszawa, Ursus, Poczty Gdańskiej",739999,100,3,wtórny,2022-05-09,nie,"balkon, taras",3/4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Tadeusza Hennela",456228,40.02,2,,,,,parter/7,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Wieśniacza",,44.57,2,,,,balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Bielany",465000,37.33,1,wtórny,1959,monitoring / ochrona,balkon,3/4,
"ul. Dionizosa, Warszawa, mazowieckie",,59.9,3,,,,balkon,2/8,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Chodakowska",,31.67,2,,,,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Żoliborz",549000,36.8,2,wtórny,1939,nie,balkon,3,
"ul. Dionizosa, Warszawa, mazowieckie",,66.9,4,,,,ogródek,1/8,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Sady Żoliborskie",519000,32,2,wtórny,1967,tak,,4/10,
"Warszawa, Targówek, ul. Baryczków",694624,62.02,3,,,,,3/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Chodakowska",,49.51,3,,,,ogródek,parter/6,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Wyspowa",599900,55,2,wtórny,2005,nie,balkon,2/3,
"Warszawa, Mokotów, Górny Mokotów, ul. Antoniego Józefa Madalińskiego",673530,47.1,3,wtórny,blok,piwnica,balkon,3/4,
"Warszawa, Mokotów, Karola Chodkiewicza",1990000,90,3,wtórny,plastikowe,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Rozłogi",,68.57,4,,,,"taras, ogródek",parter/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Kazimierza Szałasa",,49.92,2,pierwotny,2024-02-28,plastikowe,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Wola, Grzybowska",910000,44.52,2,wtórny,2022-03-29,"zmywarka, lodówka, meble, kuchenka, telewizor",balkon,3/23,
"Warszawa, Mokotów, Sułkowicka",1700055,125.93,3,wtórny,2022-04-19,nie,balkon,5/10,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Tadeusza Hołówki 3",1540000,94.3,3,wtórny,1932,nie,,parter/3,
"Warszawa, Rembertów, al. Aleja gen. Antoniego Chruściela ""Montera""",574173,43.83,2,wtórny,2021,tak,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Bielany",689900,45.68,2,wtórny,1956,nie,balkon,2/4,
"Warszawa, Śródmieście, Stare Miasto, Jezuicka",1050000,52,2,wtórny,kamienica,,,3/4,
"Warszawa, Białołęka, ul. Okrągła",,80.28,4,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Bokserska",582743,37,2,,,,"taras, ogródek",parter/10,garaż/miejsce parkingowe
"ul. Herbu Oksza, Warszawa, mazowieckie",,90.54,5,,,,balkon,2/7,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Grzybowska",3600000,135.3,5,wtórny,2022-04-11,tak,,2/10,garaż/miejsce parkingowe
"Warszawa, Wola, Ulrychów, Górczewska Park",645000,50,2,wtórny,2010,tak,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle",1162880,50.56,2,pierwotny,2021,tak,"balkon, taras",1/8,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Herbu Oksza",559000,57.5,3,wtórny,2022,tak,balkon,1/6,garaż/miejsce parkingowe
"ul. Edwarda Habicha, Warszawa, mazowieckie",,57.07,3,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",,67.26,3,,,,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Okrągła",,76.83,4,,,,"taras, ogródek",parter/3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Balicka",,84.61,4,,,,balkon,3/7,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Gioacchino Rossiniego",,39.6,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Popularna",,53.78,3,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Okrągła",,35.09,1,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Balicka",,84.61,4,,,,balkon,4/7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Balicka",,47.94,2,,,,,3/7,garaż/miejsce parkingowe
"Warszawa, Bemowo, Jelonki, Człuchowska 76",580000,52.5,2,wtórny,2009,"piwnica, pom. użytkowe",balkon,3/7,garaż/miejsce parkingowe
"Warszawa, Bemowo, Jelonki, Karabeli",590000,61.6,3,wtórny,1980,"piwnica, oddzielna kuchnia, pom. użytkowe",balkon,2/8,garaż/miejsce parkingowe
"Warszawa, Włochy, 1 Sierpnia 24",550000,55.88,2,wtórny,1992,monitoring / ochrona,balkon,4/4,garaż/miejsce parkingowe
"ul. Herbu Oksza, Warszawa, mazowieckie",,54.26,3,,,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Wola",457000,36.6,2,wtórny,1973,meble,balkon,10/10,
"Warszawa, Bielany, Wrzeciono",439000,38.8,2,wtórny,1963,"piwnica, oddzielna kuchnia, pom. użytkowe",,2/8,
"Warszawa, Targówek, Bródno",320000,30.4,1,wtórny,1974,meble,balkon,10/10,
"Warszawa, Ursus, ul. Balicka",,84.61,4,,,,balkon,1/7,garaż/miejsce parkingowe
"ul. Dionizosa, Warszawa, mazowieckie",,57.7,3,,,,taras,1/8,garaż/miejsce parkingowe
"Warszawa, Bemowo",627500,52.31,2,wtórny,2009,monitoring / ochrona,,1/4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Balicka",,58.93,3,,,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Śródmieście",974000,66.06,3,wtórny,1953,,,4/7,
"Warszawa, Ochota, Stara Ochota",969000,58.1,2,wtórny,1952,nie,,1/4,
"Warszawa, Mokotów, ul. Bokserska",1121914,88.6,5,,,,,8/10,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Rozłogi",,38.48,2,,,,"taras, ogródek",parter/6,garaż/miejsce parkingowe
"ul. Herbu Oksza, Warszawa, mazowieckie",,70.89,3,,,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Rozłogi",,33.45,1,,,,"taras, ogródek",parter/6,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Rozłogi",430671,32.26,1,,,,,4/6,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Popularna",,44.58,2,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, ul. Stalowa",965000,65.28,3,wtórny,1905,nie,,2/4,
