Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
"Warszawa, Ursus, Herbu Oksza",850000,86,4,wtórny,2022,monitoring / ochrona,,1/7,garaż/miejsce parkingowe
"Warszawa, Ursus, Ryżowa",546807,51.83,3,pierwotny,2022-01-31,plastikowe,balkon,2/4,
"Warszawa, Targówek",1580000,118.5,3,wtórny,2010,tak,,parter/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Saska Kępa",570000,45.5,3,wtórny,1973,tak,balkon,5/10,
"Warszawa, Ursynów, Edwarda Warchałowskiego",570000,47.8,2,wtórny,1986,nie,balkon,4/4,
"Warszawa, Bielany",989000,59.7,2,pierwotny,2012,inne,ogródek,parter/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec",1380000,63.1,3,wtórny,2007,tak,,&gt; 10/16,
"Warszawa, Włochy, Krańcowa",779810,53.61,3,pierwotny,2022-03-31,internet,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Ursus",,82.65,4,pierwotny,2023,"internet, telefon",balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Czerniaków, Polska",752600,67.97,3,pierwotny,2023,monitoring / ochrona,,1/3,garaż/miejsce parkingowe
"Warszawa, Targówek",699000,81,3,wtórny,2022-07-06,plastikowe,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław",1136200,59.8,2,wtórny,2013,monitoring / ochrona,balkon,&gt; 10/13,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Nakielska",,109.63,4,pierwotny,2023,domofon / wideofon,balkon,7,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Nakielska",,65.36,3,pierwotny,2023,domofon / wideofon,balkon,1,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Nakielska",,70.13,3,pierwotny,2023,domofon / wideofon,balkon,1,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,42.98,2,pierwotny,2023,,balkon,4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,41.69,2,pierwotny,2022,"telewizja kablowa, internet",balkon,5,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,38.98,2,pierwotny,2023,domofon / wideofon,balkon,6,garaż/miejsce parkingowe
"Warszawa, Bemowo, Jelonki, Kazimierza Wyki",580000,61,3,wtórny,1978,tak,balkon,8/10,
"Warszawa, Targówek, Bródno",499000,46,2,wtórny,1970,nie,balkon,2/10,
"Warszawa, Ursus, ul. Herbu Oksza",499000,42.96,2,pierwotny,2023,,,7/7,
"Warszawa, Białołęka, ul. Sprawna 7F",599000,51,3,wtórny,2022-04-25,plastikowe,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Warzelnicza 7",,55.71,3,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Warzelnicza 7",,71.45,4,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Rembertów, Frontowa",620000,71.65,3,wtórny,1986,"piwnica, oddzielna kuchnia, pom. użytkowe",balkon,3/4,garaż/miejsce parkingowe
"Jana Szymczaka, Warszawa, mazowieckie",799000,68.3,3,wtórny,2022-01-11,plastikowe,,5/6,
"Warszawa, Mokotów",895600,60,2,wtórny,1952,tak,balkon,2/6,
"Warszawa, Białołęka, Żerań, ul. Marywilska",550000,42.45,2,wtórny,blok,"telewizja kablowa, internet",balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Ursus, Skoroszewska",775000,71.4,3,wtórny,2007,"telewizja kablowa, internet, telefon",balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",,38.31,2,,,,,5/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",,67.26,3,,,,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, Ostródzka",469718,49.97,2,pierwotny,2022-05-01,plastikowe,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Ursynów",550000,48,2,wtórny,1986,nie,,4/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Grochów",549000,48,3,wtórny,blok,"telewizja kablowa, internet, telefon",balkon,9/10,
"Warszawa, Targówek, Krasiczyńska",550000,60.2,3,wtórny,1975,"piwnica, pom. użytkowe",balkon,10/10,
"Warszawa, Ursus",,82.5,4,pierwotny,2023,"internet, telefon",balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Targówek, Targówek Mieszkaniowy, Kuflewska",1233000,82.2,3,pierwotny,2022,inne,"balkon, taras",3/3,
"Warszawa, Śródmieście, Powiśle",580000,36,2,wtórny,1968,tak,balkon,5/10,
"Warszawa, Bielany, Loteryjki",525000,42,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",610788,61.14,3,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",772570,67.18,3,,,,taras,3/3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Celownicza",740000,47.5,2,wtórny,2022,monitoring / ochrona,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",510000,57.8,4,wtórny,1974,domofon / wideofon,balkon,4/4,
"Warszawa, Bielany, Loteryjki",761990,66.26,3,,,,taras,3/3,garaż/miejsce parkingowe
"Warszawa, Włochy, Żwirki i Wigury",530000,55.4,3,wtórny,1971,nie,balkon,2/4,
"Warszawa, Mokotów, Różana",895000,59.5,2,wtórny,1952,oddzielna kuchnia,,3/6,
"Warszawa, Targówek, ul. Rembielińska",520000,48,3,wtórny,1971,nie,balkon,3/10,
"Warszawa, Białołęka, Aleksandra Kamińskiego",719700,78.11,3,wtórny,1998,nie,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",540615,47.01,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",525625,42.05,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Włochy, Krańcowa",1828379,122.71,4,pierwotny,2022-03-31,tak,taras,2/3,garaż/miejsce parkingowe
"Warszawa, Wola",1400000,99.58,3,wtórny,2021-11-07,tak,ogródek,6/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Grochów, Aleja Jerzego Waszyngtona",559000,46.6,2,wtórny,2021-10-06,plastikowe,balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, Grodzisk",728500,58.28,2,wtórny,2012,tak,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bartycka",1022547,146.35,5,wtórny,1994,inne,,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Warzelnicza 7",,59.92,3,pierwotny,2023,tak,taras,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Wólczyńska",800000,57,3,wtórny,2010,,,8/10,
"Warszawa, Śródmieście, Marszałkowska",800000,41.02,2,wtórny,2022-03-21,nie,,7/7,
"Warszawa, Białołęka, ul. Strumykowa 29",580000,70,3,wtórny,2000,tak,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Mokotów",500000,34,1,wtórny,blok,"telewizja kablowa, internet, telefon",balkon,3,
"Warszawa, Włochy, Stare Włochy",759000,53.08,2,wtórny,2019,nie,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Ursynów, Jana Rosoła",1606878,88.29,4,wtórny,2005,,"ogródek, taras",parter/3,garaż/miejsce parkingowe
"Warszawa, Ursynów, Rybitwy",640000,51,2,wtórny,2010,monitoring / ochrona,,2/3,
"Warszawa, Bielany, Loteryjki",566160,47.18,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Ursynów, Jana Rosoła",1324050,72.75,3,wtórny,2005,,"ogródek, taras",parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",571665,49.71,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",652395,56.73,3,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",624474,62.51,3,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",631680,52.64,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",628920,52.41,2,,,,,,
"Warszawa, Bielany, Loteryjki",676440,56.37,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",522960,43.58,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",678240,56.52,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",639975,55.65,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",467032,46.75,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",535670,46.58,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",663375,53.07,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",772570,67.18,3,,,,taras,3/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",578280,48.19,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",559800,46.65,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",571320,49.68,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",580920,48.41,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",531375,42.51,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",558900,48.6,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",574320,47.86,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",650670,56.58,3,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",580920,48.41,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",678240,56.52,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",550080,45.84,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",504995,50.55,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",467032,46.75,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",536125,42.89,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",607775,52.85,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",761990,66.26,3,,,,taras,3/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",554880,46.24,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",572760,47.73,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",504995,50.55,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Wiolinowa",725000,53,3,wtórny,blok,"zmywarka, meble, kuchenka",balkon,1,
"Warszawa, Białołęka, ul. Sprawna 7F",599000,51,3,wtórny,2022-04-25,plastikowe,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Dzielna 7a",670000,48.14,2,wtórny,1953,nie,,2/4,
"Warszawa, Bielany, Loteryjki",589800,49.15,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",522720,43.56,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",532750,42.62,2,,,,taras,3/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",572760,47.73,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",668610,58.14,3,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",535500,42.84,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",511440,42.62,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",571665,49.71,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",554880,46.24,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",607000,48.56,2,,,,taras,3/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",571320,49.68,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",688160,59.84,3,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",607775,52.85,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",704220,64.02,3,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",550080,45.84,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",666000,55.5,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",663375,53.07,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",589800,49.15,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",484415,48.49,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",593040,49.42,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",555105,48.27,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",535670,46.58,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",511920,42.66,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",484415,48.49,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",584280,48.69,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",631680,52.64,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",605015,52.61,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",621577,62.22,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",607000,48.56,2,,,,taras,3/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",584280,48.69,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",577680,48.14,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",502997,50.35,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",575280,47.94,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",558900,48.6,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",593040,49.42,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",631680,52.64,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany",538000,44,2,wtórny,1980,tak,balkon,&gt; 10/15,
"Warszawa, Bemowo, ul. Synów Pułku",450000,30,2,wtórny,blok,domofon / wideofon,,6/10,
"Warszawa, Śródmieście, Śródmieście Północne, ul. Pokorna 2",744000,37.4,2,wtórny,2011,tak,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",580920,48.41,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",502997,50.35,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",577680,48.14,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",587880,48.99,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",628920,52.41,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",556255,48.37,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",559800,46.65,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",568250,45.46,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",547800,45.65,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",547800,45.65,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",666655,57.97,3,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",578280,48.19,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",558900,48.6,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",676440,56.37,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",605015,52.61,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",555105,48.27,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",522960,43.58,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",704220,64.02,3,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",556255,48.37,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",587880,48.99,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",526625,42.13,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",688160,59.84,3,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",669460,60.86,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",666000,55.5,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",675255,64.31,3,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",669460,60.86,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",706215,61.41,3,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",525625,42.05,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",652395,56.73,3,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",568250,45.46,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",558900,48.6,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",676440,56.37,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",531375,42.51,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",558900,48.6,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",580920,48.41,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",650670,56.58,3,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Włodarzewska",1270000,138,5,wtórny,blok,"telewizja kablowa, internet","ogródek, taras",1/6,garaż/miejsce parkingowe
"Warszawa, Śródmieście",990000,45,2,wtórny,1950,"drzwi / okna antywłamaniowe, domofon / wideofon",,6/7,garaż/miejsce parkingowe
"Warszawa, Ochota, Grójecka 70",490000,33.5,1,wtórny,2022-07-19,plastikowe,,4,
"Warszawa, Bielany, Loteryjki",554880,46.24,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",554880,46.24,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",580920,48.41,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",526625,42.13,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",555944,55.65,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",536125,42.89,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",536125,42.89,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",554880,46.24,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",525625,42.05,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Loteryjki",663375,53.07,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Henryka Raabego",935000,73.48,4,wtórny,1987,nie,balkon,3/3,
"Warszawa, Wilanów, Powsinek, Ruczaj",1276000,116,4,pierwotny,2021-12-09,"piwnica, pom. użytkowe","ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Wilanów, Powsinek, Ruczaj",1364000,124,3,pierwotny,2010,,"ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Wilanów, Powsinek, Ruczaj",1199000,115,4,pierwotny,2021-12-09,nie,"balkon, taras",1/2,garaż/miejsce parkingowe
"Warszawa, Wilanów, Powsinek, Ruczaj",1550000,123,3,wtórny,2021-12-13,nie,"balkon, taras",1/2,garaż/miejsce parkingowe
"Warszawa, Śródmieście",600000,30,1,wtórny,1939,monitoring / ochrona,balkon,4/4,
"Warszawa, Bemowo",521240,36.43,2,pierwotny,2024,tak,balkon,3/6,
"Warszawa, Praga-Północ, ul. Szwedzka",749000,75.7,2,wtórny,1930,tak,balkon,5/5,
"Warszawa, Praga-Północ, Grodzieńska",337500,25,1,pierwotny,2022,cegła,,1/4,
"Warszawa, Śródmieście, Dzika",1860000,119,5,wtórny,1998,"system alarmowy, monitoring / ochrona",balkon,1/5,
"Warszawa, Śródmieście, Zygmunta Słomińskiego",1490000,132.8,3,wtórny,2000,,"balkon, taras",2/10,garaż/miejsce parkingowe
"Warszawa, Mokotów, Siekierki, Polska",568900,46.26,2,pierwotny,blok,,balkon,2/3,
"Warszawa, Mokotów, Siekierki, Polska",807900,67.38,3,pierwotny,blok,,"balkon, taras",3/3,
"Warszawa, Targówek, ul. Łabiszyńska",,38.67,2,,,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Bemowo",624000,45.3,2,wtórny,2007,"telewizja kablowa, internet, telefon",balkon,3/5,
"Warszawa, Wilanów, Aleja Rzeczypospolitej",797000,56.5,2,wtórny,2010,tak,ogródek,parter/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",657000,40,2,pierwotny,2022,tak,balkon,6/8,garaż/miejsce parkingowe
"Warszawa, Rembertów, Strażacka",556346,56.77,3,pierwotny,2022-01-17,plastikowe,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Włochy, Jutrzenki",658111,54.98,3,wtórny,2023-08-31,tak,,5/6,
"Warszawa, Białołęka, ul. Warzelnicza 7",,55.15,3,pierwotny,2023,tak,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Mokotów, Siekierki, Polska",568900,46.26,2,pierwotny,blok,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Wola, Marcina Kasprzaka",3300000,163,5,wtórny,2019,,balkon,&gt; 10/13,garaż/miejsce parkingowe
"Warszawa, Wola, Młynów, Bellottiego Józefa",730000,62,3,wtórny,1993,tak,balkon,1/9,
"Warszawa, Wilanów, al. Wilanowska",1530000,120,3,wtórny,2022-01-01,plastikowe,"balkon, taras",7/8,
"Warszawa, Bemowo, Rosy Bailly 13",350000,26,2,wtórny,1987,monitoring / ochrona,,9/9,
"Warszawa, Ursus",,80.37,4,pierwotny,2023,"internet, telefon",balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Górczewska",1210000,90,4,wtórny,2008,tak,balkon,5/12,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Stanisława Kazury",620000,60,3,wtórny,1988,tak,balkon,parter/7,
"Warszawa, Praga-Północ, ul. Józefa Szanajcy",600000,36.54,2,wtórny,blok,,,2/4,
"Warszawa, Ursus",,82.65,4,pierwotny,2023,"internet, telefon",balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Ursus",,57.32,3,pierwotny,2023,"internet, telefon",balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Ursus",,53.46,3,pierwotny,2023,"internet, telefon",balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Wola",1450000,94,4,pierwotny,2020,"telewizja kablowa, internet, telefon","balkon, taras",&gt; 10/24,garaż/miejsce parkingowe
"Warszawa, Wola",951000,6/,3,pierwotny,2021,"telewizja kablowa, internet, telefon","balkon, taras",&gt; 10/21,garaż/miejsce parkingowe
"Warszawa, Wola",947000,62,3,pierwotny,2021,tak,"balkon, taras",&gt; 10/24,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Grochów, Kokoryczki",699000,48,2,wtórny,2020,monitoring / ochrona,balkon,9/9,garaż/miejsce parkingowe
"Warszawa, Śródmieście",605000,49,2,wtórny,1968,,,10/10,
"Warszawa, Włochy, al. Aleje Jerozolimskie",880000,72.7,3,wtórny,2004,"teren zamknięty, domofon / wideofon, monitoring / ochrona",,2/3,
"Warszawa, Praga-Południe, Augustyna Kordeckiego",749000,60,3,wtórny,2000,nie,taras,1/3,
"Warszawa, Wawer, Mydlarska",653400,66,3,pierwotny,nie,,,parter/2,
"Warszawa, Wawer, Mydlarska",683100,69,3,pierwotny,nie,,,1/2,
"Warszawa, Wawer, Mydlarska",653400,66,3,pierwotny,nie,,,parter/2,
"Warszawa, Wawer, Mydlarska",653400,66,3,pierwotny,nie,,,parter/2,
"Warszawa, Mokotów, Górny Mokotów",538000,41,2,wtórny,1965,tak,balkon,3/10,
"Warszawa, Białołęka",520000,64,3,wtórny,1996,nie,"balkon, ogródek",parter/3,
"Warszawa, Białołęka",845000,114,3,pierwotny,plastikowe,cegła,"balkon, ogródek",parter/2,
"Warszawa, Mokotów, ul. Pory",,21.97,1,,,,,5/7,
"Warszawa, Bielany, ul. Marii Dąbrowskiej",590000,59.6,3,wtórny,1976,tak,balkon,7/10,
"Warszawa, Targówek, Bródno, Turmoncka",740000,66.34,3,wtórny,2002,piwnica,,7/10,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Twarda",2300000,58,2,wtórny,2013,"telewizja kablowa, internet",,9/44,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Szybka",,59.28,3,,,,"taras, ogródek",parter/6,garaż/miejsce parkingowe
"Warszawa, Ochota, Raszyńska",1499000,67.9,2,wtórny,1928,nie,balkon,4/4,
"Warszawa, Ochota, ul. Grójecka",715000,43.8,2,wtórny,1954,tak,balkon,4/7,
"Warszawa, Śródmieście",398000,43.2,1,wtórny,1960,teren zamknięty,,suterena/4,
"Warszawa, Bemowo, Wrocławska",735000,62.5,2,wtórny,2010,tak,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służew",710000,64,5,wtórny,1990,tak,"balkon, taras",6/16,garaż/miejsce parkingowe
"Warszawa, Wola, Okopowa",617000,45.78,3,wtórny,1968,tak,balkon,&gt; 10/11,
"Warszawa, Białołęka, Światowida",604800,57.6,3,pierwotny,2022-09-30,tak,balkon,4/4,garaż/miejsce parkingowe
