Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
"Warszawa, Wola, ul. Szarych Szeregów",,63.88,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. gen. Tadeusza Pełczyńskiego",715000,51.24,2,wtórny,2017,tak,taras,5/7,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krośniewicka",1300000,82,4,wtórny,2017,nie,ogródek,parter/1,garaż/miejsce parkingowe
"Warszawa, Śródmieście",611000,24.96,1,wtórny,1953,tak,,1/6,
"Warszawa, Targówek, ul. Krośniewicka",1990000,200,5,wtórny,2017,nie,balkon,1/1,
"Warszawa, Wola, Wieluńska",610000,49.41,2,wtórny,1971,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",balkon,2/4,
"Warszawa, Wilanów",870000,54,2,wtórny,2009,tak,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle",1599000,78,3,wtórny,1937,,,3/7,
"Warszawa, Praga-Południe, Kamionek, ul. Mińska",169000,36.2,1,wtórny,2003,tak,balkon,3/7,
"Warszawa, Białołęka",799000,64.2,3,wtórny,2015,tak,balkon,6/7,garaż/miejsce parkingowe
"Warszawa, Ursus",460500,42.41,2,pierwotny,2023,nie,balkon,3/7,
"Warszawa, Mokotów, Górny Mokotów, Śniardwy",535000,42,2,wtórny,1967,tak,,parter/7,
"Warszawa, Ochota, Szczęśliwice, Złotego Smoka",1430000,105.9,3,wtórny,2003,tak,balkon,5/7,garaż/miejsce parkingowe
"Warszawa, Bielany",689900,45.68,2,wtórny,1956,nie,balkon,2/4,
"Warszawa, Mokotów, ul. Arbuzowa",550000,50.16,2,wtórny,blok,"telewizja kablowa, internet, telefon",balkon,3/3,
"Warszawa, Mokotów, Sadyba, Konstancińska",349000,27.1,1,wtórny,1970,nie,,1/10,
"Warszawa, Mokotów, ul. Płyćwiańska",2180000,125,4,wtórny,apartamentowiec,,balkon,2,garaż/miejsce parkingowe
"Warszawa, Włochy, Popularna",768788,53.95,3,pierwotny,2022-06-26,plastikowe,"balkon, taras",3/3,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Aleje Jerozolimskie",599000,37.5,2,wtórny,blok,,,1/11,garaż/miejsce parkingowe
"Warszawa, Białołęka, Brzeziny",456964,49.67,3,pierwotny,2022,,,1/3,garaż/miejsce parkingowe
"Warszawa, Wola, Młynów, Syreny",450040,35.76,2,wtórny,1963,tak,balkon,1/7,
"Warszawa, Ochota, Szczęśliwicka",887000,62,2,wtórny,1955,piwnica,,4/4,
"Warszawa, Ochota, Włodarzewska",1215000,70.69,3,wtórny,2008,,,1/8,
"Warszawa, Ursus, Mariana Keniga",434700,37.8,2,wtórny,1982,nie,,2/4,
"Warszawa, Mokotów, ul. Lubaszki",1500000,66,3,wtórny,2020,tak,"balkon, taras",3/6,garaż/miejsce parkingowe
"Warszawa, Targówek",500000,49.5,2,wtórny,blok,oddzielna kuchnia,balkon,10/11,garaż/miejsce parkingowe
"Warszawa, Włochy, Popularna",624775,44.63,2,pierwotny,2022-06-26,plastikowe,balkon,2/3,
"Warszawa, Praga-Północ, Nowa Praga, ul. Karola Szymanowskiego 5",630000,52,2,wtórny,blok,"telewizja kablowa, internet",,6/6,
"Warszawa, Mokotów, Górny Mokotów, ul. Wielicka",1445000,89,3,wtórny,2000,tak,balkon,7/8,garaż/miejsce parkingowe
"Warszawa, Targówek",740000,73,4,pierwotny,2022,tak,"balkon, taras",1/3,garaż/miejsce parkingowe
"Warszawa, Mokotów",993000,91,4,pierwotny,apartamentowiec,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","balkon, taras",1/6,garaż/miejsce parkingowe
"Warszawa, Mokotów",457245,26.8,2,pierwotny,apartamentowiec,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","ogródek, taras",parter/11,garaż/miejsce parkingowe
"Warszawa, Mokotów",500000,42,2,pierwotny,apartamentowiec,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","balkon, taras",1/5,garaż/miejsce parkingowe
"Warszawa, Bielany",729000,57.63,3,wtórny,1975,tak,balkon,4/12,
"Warszawa, Wawer, ul. Klimontowska",679000,56.43,2,wtórny,2013,tak,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Giuseppe Garibaldiego",760000,58.5,3,wtórny,2001,"telewizja kablowa, internet, telefon",balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Wola",940000,47.07,2,pierwotny,2024,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",balkon,&gt; 10/29,garaż/miejsce parkingowe
"Warszawa, Białołęka, Aleksandra Kamińskiego",478500,60,2,wtórny,1994,nie,,3/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, Przylesie",445000,53,3,wtórny,2000,tak,,1/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, Rybaki",636000,56,2,wtórny,2021,tak,taras,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, rokokowa 130",1890000,172,5,pierwotny,2021,"telewizja kablowa, internet, telefon",ogródek,1/1,garaż/miejsce parkingowe
"Warszawa, Mokotów, Jana III Sobieskiego",2700000,200,4,wtórny,2005,"telewizja kablowa, internet, telefon",,6/7,garaż/miejsce parkingowe
"Warszawa, Wola, Muranów, Nowolipki",565000,38,2,wtórny,1950,nie,,,
"Warszawa, Praga-Południe",650000,41,2,wtórny,2021,"teren zamknięty, domofon / wideofon",balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Wola",250000,14.4,1,wtórny,2017,tak,,1/8,garaż/miejsce parkingowe
"Warszawa, Mokotów, Dolny Mokotów, ul. Bluszczańska",1095000,68.5,3,wtórny,2014,tak,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Narwik",600000,44.15,2,wtórny,2016,tak,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Wola, Wolska 165",410000,23.3,1,wtórny,2017,tak,,3/8,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Śródmieście Południowe",1280000,64,3,wtórny,kamienica,"teren zamknięty, domofon / wideofon",,1/5,
"Warszawa, Białołęka, Żerań, ul. Morelowa",548000,58,3,pierwotny,2022,tak,balkon,,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Konstruktorska",1275000,71,3,wtórny,2015,tak,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Mokotów, Miączyńska",815000,65.1,4,wtórny,1968,tak,,3/10,
"Warszawa, Mokotów, Fort Piłsudskiego",1400000,64,2,wtórny,2018,tak,"balkon, ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle, Solec",1900000,76,3,pierwotny,2022-05-02,,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Żoliborz",698000,46.95,2,wtórny,1956,nie,,1/4,
"Warszawa, Bielany, Piaski, Gustawa Daniłowskiego",664500,49.3,3,wtórny,1975,domofon / wideofon,balkon,1/10,
"Warszawa, Białołęka, Sieczna 71",325000,28,1,wtórny,2010,nie,balkon,parter/2,
"Warszawa, Ursynów, ul. Henryka Raabego",,30.28,2,,,,,10/10,garaż/miejsce parkingowe
"Warszawa, Wola, Młynów",728000,63.6,4,wtórny,1997,oddzielna kuchnia,balkon,3/10,
"Warszawa, Wawer, Falenica, ul. Poezji 12",725000,81,3,wtórny,2006,tak,"balkon, ogródek",parter/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Jana Maklakiewicza",520000,38.6,2,wtórny,1975,tak,balkon,6/10,
"Warszawa, Mokotów, ul. Wolfganga Amadeusza Mozarta",549000,46.1,2,wtórny,1977,tak,balkon,2/11,
"Warszawa, Wola, ul. Józefa Sowińskiego",380000,25,1,wtórny,blok,"telewizja kablowa, internet",balkon,10/10,
"Warszawa, Praga-Południe, ul. Osada Ojców 17",430000,32.67,1,wtórny,2016,tak,"balkon, ogródek",1/2,
"Warszawa, Żoliborz, Sady Żoliborskie",500000,48.5,3,wtórny,blok,"telewizja kablowa, internet, telefon",balkon,1/3,
"Warszawa, Praga-Południe, Gocław, jana nowaka-jeziorańskiego 11",780000,69.86,4,pierwotny,2023,tak,taras,4/7,garaż/miejsce parkingowe
"Warszawa, Ochota",545000,31,2,wtórny,1960,tak,,1/7,
"Warszawa, Ochota",460000,34,2,wtórny,2022-07-08,plastikowe,,parter/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Jana Kazimierza",720000,43.83,2,wtórny,2016,tak,balkon,6/7,garaż/miejsce parkingowe
"Warszawa, Ochota",510000,37.55,2,wtórny,2022-10-08,plastikowe,,parter/4,
"Warszawa, Włochy",499000,39.4,2,wtórny,2000,tak,,1/4,
"Warszawa, Ochota",820000,59.1,2,wtórny,2022-07-08,plastikowe,balkon,1/3,
"Warszawa, Mokotów",2265000,113.4,4,wtórny,2001,tak,balkon,5/10,
"Warszawa, Śródmieście, Nowe Miasto, Krzywe Koło",1390000,73.71,4,wtórny,2021-05-01,meble,,5/5,
"Warszawa, Ursus, ul. Tomcia Palucha",385000,41,2,wtórny,1965,cegła,,2/4,
"Warszawa, Mokotów, Górny Mokotów, ul. Sandomierska",592000,48.14,3,wtórny,1939,nie,,suterena/5,
"Warszawa, Wilanów, ul. Aleksandra Gieysztora",1190000,73.8,4,wtórny,2016,tak,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Włodarzewska",699900,47,3,wtórny,2022-06-17,plastikowe,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Śródmieście Północne, ul. Śliska",790000,42.2,2,wtórny,2022-09-01,plastikowe,,3/13,
"Warszawa, Ursynów, Stefana Kopcińskiego",571000,47.6,2,wtórny,1985,meble,balkon,4/8,
"Warszawa, Wola",585000,33.6,1,wtórny,2018,"system alarmowy, monitoring / ochrona",balkon,1/10,garaż/miejsce parkingowe
"Warszawa, Bemowo",822000,69.7,3,wtórny,2003,monitoring / ochrona,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Bemowo",778500,56.42,3,wtórny,2016,monitoring / ochrona,,1/4,garaż/miejsce parkingowe
"Warszawa, Mokotów",716000,49,2,wtórny,2022-06-17,plastikowe,"balkon, taras",1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Odkryta 50",,50.85,2,pierwotny,2023,"telewizja kablowa, internet",balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Odkryta 50",,67.7,3,pierwotny,2023,"telewizja kablowa, internet",balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Mokotów",530000,35,2,wtórny,2022-06-17,plastikowe,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Włodarzewska",599900,40,2,wtórny,2022-06-17,plastikowe,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Jana Kazimierza",800000,55,3,wtórny,2022-06-27,drewniane,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Wesoła",950000,60.46,3,wtórny,2018,tak,"ogródek, taras",parter/3,garaż/miejsce parkingowe
"Warszawa, Włochy",315000,25,1,wtórny,nie,,,,
"Warszawa, Bemowo, Górce, ul. Dywizjonu 303",615000,48.98,2,pierwotny,2011,tak,"balkon, ogródek, taras",parter/4,garaż/miejsce parkingowe
"Warszawa, Wilanów, Syta",798000,73,3,wtórny,2007,nie,"balkon, ogródek, taras",parter/1,garaż/miejsce parkingowe
"Warszawa, Wola, Ulrychów, Batalionu Parasol",539999,41.9,2,wtórny,2022-06-21,plastikowe,balkon,1/3,
"Warszawa, Ursynów, Bekasów 59",1200000,94,3,wtórny,2010,tak,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Górny Mokotów, ul. Wiartel",565000,37.2,2,wtórny,blok,"telewizja kablowa, telefon",balkon,7/10,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Przejazd",850000,57,2,wtórny,2022-05-16,plastikowe,balkon,7/7,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Stary Żoliborz, gen. Józefa Zajączka",495000,37,2,wtórny,2022-06-25,nie,balkon,3/4,
"Warszawa, Bielany, Renesansowa",549000,45.63,2,wtórny,1980,tak,,5/6,
"Warszawa, Wesoła, ul. Fabryczna",467745,43.78,2,pierwotny,2022,domofon / wideofon,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Bemowo, Jelonki, ul. Kruszyńska 40A",,111.22,5,pierwotny,2022,tak,"ogródek, taras",parter/3,
"Warszawa, Praga-Południe",504672,37.11,2,pierwotny,2022-04-20,plastikowe,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Brzeziny",501362,54.26,3,pierwotny,2022,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Mlądzka",725000,55.94,3,pierwotny,2023,tak,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Ryżowa 22",2290000,189.72,5,pierwotny,2021,tak,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Ryżowa",601825,63.35,2,pierwotny,2023,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław",895000,59.3,3,wtórny,2014,tak,balkon,2/7,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Stary Żoliborz, ul. gen. Józefa Zajączka",665000,34,1,wtórny,1954,nie,,3/3,
"Warszawa, Białołęka, ul. Derby",650000,69.7,3,wtórny,2003,nie,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Wola",645000,45.24,2,pierwotny,2022,tak,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Górna Droga",554000,53.32,2,pierwotny,2022,tak,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Śródmieście Południowe",799000,36.2,2,wtórny,1968,tak,balkon,3/10,
"Warszawa, Żoliborz",660000,47.5,3,wtórny,blok,"drzwi / okna antywłamaniowe, domofon / wideofon",balkon,10/10,
"Warszawa, Wola, ul. Okopowa",550000,56.2,2,wtórny,2008,nie,,4/16,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Wiolinowa",725000,53,3,wtórny,blok,"zmywarka, meble, kuchenka",balkon,1,
"Warszawa, Wola, ul. Ciepła",883000,41.9,2,,,,,9/16,garaż/miejsce parkingowe
"Warszawa, Targówek",910000,87.8,4,wtórny,plastikowe,,balkon,2/2,
"Warszawa, Białołęka",500000,54,2,wtórny,1996,,balkon,2/4,
"Warszawa, Ochota, Stara Ochota",1300000,98,3,wtórny,kamienica,monitoring / ochrona,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle",2300000,125,3,wtórny,2022-03-04,piwnica,balkon,3,
"Warszawa, Praga-Południe, Gocław, ul. Stanisława Mikołajczyka",559000,47,3,wtórny,1976,nie,balkon,parter/15,
"Warszawa, Praga-Południe, Gocław",433800,29,1,pierwotny,2022,tak,balkon,1/7,
"Warszawa, Targówek, Krasnobrodzka 10",335000,32.4,1,wtórny,blok,,balkon,1/10,
"Warszawa, Wola, ul. Leszno 8",1180000,77.4,4,wtórny,2008,tak,"balkon, taras",&gt; 10/14,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław",661200,45.06,2,pierwotny,2022,tak,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Wola, Odolany, ul. Marcina Kasprzaka",850000,43.25,2,pierwotny,2017,tak,balkon,4/15,garaż/miejsce parkingowe
"Warszawa, Wola",619000,37,2,pierwotny,2023,tak,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Białołęka, Żerań, Krzyżówki",408000,34,1,wtórny,2020,tak,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, Stefana Dembego",735000,63.38,3,wtórny,1993,monitoring / ochrona,balkon,parter/4,
"Warszawa, Bemowo, Chrzanów",514080,36,2,pierwotny,2024,tak,balkon,parter/5,garaż/miejsce parkingowe
"Warszawa, Śródmieście, ul. Rozbrat",660000,21.5,1,wtórny,1931,tak,,3/5,
"Warszawa, Mokotów, Siekierki",574689,41.27,2,pierwotny,2023,tak,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Szybka",,34.3,2,,,,"taras, ogródek",parter/6,garaż/miejsce parkingowe
"Warszawa, Bielany, Gustawa Daniłowskiego",685000,49.3,3,wtórny,1975,monitoring / ochrona,balkon,1/10,
"Warszawa, Bielany",2550000,131.5,3,wtórny,apartamentowiec,,"balkon, taras",4/5,garaż/miejsce parkingowe
"Warszawa, Ursus, Gołąbki, Henryka Brodatego",699000,66.7,3,wtórny,2010,tak,"balkon, taras",parter/6,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Marcina Kasprzaka",1090000,68.1,3,pierwotny,2021,tak,balkon,&gt; 10/24,garaż/miejsce parkingowe
"Warszawa, Bielany, Młociny, ul. Wólczyńska",1065000,94.5,4,wtórny,2005,nie,"balkon, ogródek",,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. rtm. Witolda Pileckiego",238000,18,1,pierwotny,2022,tak,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Mokotów",699000,56,5,wtórny,1974,tak,balkon,parter/10,
"Warszawa, Ursus, ul. Herbu Oksza",740000,62.42,3,wtórny,2021,tak,balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Rembertów",750000,110.6,6,wtórny,1935,cegła,ogródek,,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Spalinowa",380000,43.1,2,wtórny,1939,"piwnica, pom. użytkowe",,parter/3,
"Warszawa, Targówek, Zacisze, Wyspowa",625000,65,3,wtórny,1997,"system alarmowy, monitoring / ochrona",balkon,1/3,
"Warszawa, Bielany, ul. Przy Agorze",498000,37.6,2,wtórny,1970,nie,,1/4,
"Warszawa, Włochy, Raków",759172,71.62,3,pierwotny,2022,tak,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Internetowa",450000,40,2,wtórny,2012,tak,balkon,parter/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec",476888,39.25,2,pierwotny,2023,tak,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. gen. Tadeusza Pełczyńskiego",1099000,83.27,3,wtórny,2002,nie,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, ul. Konopacka 19",549000,35,2,wtórny,2020,tak,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Skarbka z Gór",598000,50,2,wtórny,2008,nie,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Wilanów, al. Aleja Rzeczypospolitej",920000,61,2,wtórny,blok,"telewizja kablowa, internet",balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Targówek, Bródno",499000,46,2,wtórny,1970,nie,balkon,2/10,
"Warszawa, Mokotów, Górny Mokotów, Bukietowa 8",695500,47,2,wtórny,1963,nie,balkon,1/4,
"Warszawa, Białołęka, ul. Skarbka z Gór",598000,50,2,wtórny,2008,nie,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Nowe Bielany",620000,39.3,2,wtórny,2011,tak,,parter/5,
"Warszawa, Ursynów, ul. Puszczyka",370000,31,2,wtórny,1977,tak,balkon,1/10,
"Warszawa, Białołęka, Żerań, ul. Morelowa",437000,48,2,pierwotny,2022,tak,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Leona Berensona",347000,38,2,pierwotny,blok,"drzwi / okna antywłamaniowe, domofon / wideofon",balkon,,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Śródmieście Północne, ul. Pokorna 2",744000,37.4,2,wtórny,2011,tak,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Karabeli",572000,45.8,2,wtórny,2022-06-07,plastikowe,balkon,5/8,
"Warszawa, Wola",638000,55.2,3,wtórny,1976,tak,balkon,9/10,
"Warszawa, Ursynów, Natolin, al. Komisji Edukacji Narodowej",740000,56.08,2,wtórny,2001,"domofon / wideofon, monitoring / ochrona",,&gt; 10/15,
"Warszawa, Śródmieście",1440000,93.9,3,wtórny,1995,oddzielna kuchnia,,10/12,garaż/miejsce parkingowe
"Warszawa, Włochy",855000,61.49,3,wtórny,2015,tak,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Mokotów",1380000,89.15,3,wtórny,2015,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Mokotów",840000,39.22,1,wtórny,1939,nie,,1/3,garaż/miejsce parkingowe
"Warszawa, Mokotów",1198000,89.2,3,wtórny,2004,tak,balkon,6/12,garaż/miejsce parkingowe
"Warszawa, Ursus",691392,67.42,2,pierwotny,2022,oddzielna kuchnia,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Ursynów",449000,29.79,2,wtórny,2008,tak,balkon,3/4,
"Warszawa, Mokotów, Czerniaków",738000,64.2,3,wtórny,1990,tak,balkon,2/10,garaż/miejsce parkingowe
"Warszawa, Białołęka",599000,73.7,3,wtórny,1980,nie,balkon,3/3,
"Warszawa, Włochy, Stare Włochy, ul. 1 Sierpnia",680000,54,3,wtórny,blok,"telewizja kablowa, internet, telefon",balkon,1/10,
"Warszawa, Włochy",370000,29.19,1,wtórny,2010,tak,,1/1,
"Warszawa, Wesoła",440000,37,2,wtórny,2018,nie,balkon,1/2,
"Warszawa, Mokotów",878746,55.98,3,pierwotny,2021,tak,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany",439000,37,2,wtórny,1968,tak,,5/10,
