,Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
646,"Warszawa, Targówek, Bródno",400000.0,38.0,2,wtórny,1971,"piwnica, pom. użytkowe",balkon,1/10,
647,"Warszawa, Mokotów, ul. Czerniakowska",590000.0,44.7,2,wtórny,2022-07-05,plastikowe,balkon,1/4,
648,"Warszawa, Bemowo, Jelonki",419000.0,38.0,1,wtórny,1984,tak,balkon,6/11,
649,"Warszawa, Ursynów, Jana Wasilkowskiego",785000.0,63.0,3,wtórny,1980,tak,balkon,6/10,
650,"Warszawa, Białołęka",430000.0,43.26,2,wtórny,2012,nie,,2/2,garaż/miejsce parkingowe
651,"Warszawa, Bielany, Żółwia",600000.0,46.5,3,wtórny,2013,tak,"ogródek, taras",parter/5,garaż/miejsce parkingowe
652,"Warszawa, Białołęka, ul. Skarbka z Gór",459000.0,45.4,2,wtórny,2012,tak,"ogródek, taras",parter/3,garaż/miejsce parkingowe
653,"Warszawa, Żoliborz, Stary Żoliborz, Braci Załuskich",1625000.0,108.2,4,wtórny,2000,tak,balkon,2/10,garaż/miejsce parkingowe
654,"Warszawa, Ursynów, Imielin",1250000.0,113.0,4,wtórny,2001,nie,"balkon, taras",1/3,
655,"Warszawa, Ursynów, Stokłosy",675000.0,61.8,3,wtórny,1980,,balkon,4/10,
656,"Warszawa, Mokotów, Sadyba, ul. Warneńska",590000.0,53.1,3,wtórny,1974,nie,balkon,3/4,
657,"Warszawa, Mokotów",590000.0,44.7,2,wtórny,1958,nie,balkon,2/4,
658,"Warszawa, Żoliborz",1020000.0,49.2,2,wtórny,2016,tak,balkon,5/5,garaż/miejsce parkingowe
659,"Warszawa, Targówek, Gościeradowska",515000.0,55.0,3,wtórny,1975,monitoring / ochrona,,7/8,
660,"Warszawa, Śródmieście, Powiśle, ul. Drewniana",3000000.0,237.0,5,wtórny,2013,nie,"balkon, taras",5/5,garaż/miejsce parkingowe
661,"Warszawa, Śródmieście, Powiśle, ul. Górnośląska",928000.0,32.0,1,wtórny,2022,tak,balkon,1/8,garaż/miejsce parkingowe
662,"Warszawa, Żoliborz, ul. Ludwika Rydygiera",2500000.0,120.44,4,wtórny,2012,,,1/8,
663,"Warszawa, Ursus, ul. Herbu Oksza",649000.0,66.0,4,pierwotny,2022-08-15,plastikowe,balkon,1/6,garaż/miejsce parkingowe
664,"Warszawa, Włochy",939000.0,63.36,3,wtórny,2018,tak,balkon,3/4,garaż/miejsce parkingowe
665,"Warszawa, Wola",645000.0,45.24,2,pierwotny,2022,tak,balkon,1/8,garaż/miejsce parkingowe
666,"Warszawa, Wola, ul. Jana Kazimierza",990000.0,74.8,4,wtórny,2010,tak,"balkon, taras",4/6,garaż/miejsce parkingowe
667,"Warszawa, Śródmieście, Nowe Miasto, Krzywe Koło",1390000.0,73.71,4,wtórny,2021-05-01,meble,,5/5,
668,"Warszawa, Wola, ul. Dzielna",730000.0,52.15,2,wtórny,1957,nie,,2/4,
669,"Warszawa, Wola, ul. Jana Kazimierza",1285000.0,71.0,3,pierwotny,2022,tak,balkon,4/8,garaż/miejsce parkingowe
670,"Warszawa, Ochota, Szczęśliwice",705000.0,46.2,2,wtórny,1968,monitoring / ochrona,,4/7,
671,"Warszawa, Ursynów, Złoty Potok",545000.0,41.0,2,wtórny,2016,monitoring / ochrona,balkon,6/6,garaż/miejsce parkingowe
672,"Warszawa, Śródmieście, Koszykowa",2250000.0,72.0,3,wtórny,2022-05-25,drewniane,,1/4,
673,"Warszawa, Białołęka",915000.0,106.56,3,wtórny,2019,nie,taras,1/1,garaż/miejsce parkingowe
674,"Warszawa, Białołęka, Jana Husa",610000.0,67.0,3,wtórny,2021-12-16,plastikowe,balkon,3/4,garaż/miejsce parkingowe
675,"Warszawa, Mokotów, ul. Bernardyńska",550000.0,54.0,3,wtórny,1976,tak,balkon,&gt; 10/13,
676,"Warszawa, Wilanów, Sarmacka",1450000.0,100.0,3,wtórny,2008,monitoring / ochrona,balkon,2/4,garaż/miejsce parkingowe
677,"Warszawa, Mokotów, Górny Mokotów, ul. Wynalazek",1160000.0,64.85,4,wtórny,2016,tak,balkon,2,
678,"Warszawa, Wilanów, ul. św. Urszuli Ledóchowskiej",329900.0,19.0,1,wtórny,2017,"telewizja kablowa, internet",,3/3,
679,"Warszawa, Wola, ul. Edwarda Gibalskiego",339000.0,24.14,1,wtórny,blok,"telewizja kablowa, internet",balkon,4/10,
680,"Warszawa, Ochota, Szczęśliwice, Włodarzewska",599001.0,41.91,2,wtórny,2012,"internet, telefon",balkon,3/6,garaż/miejsce parkingowe
681,"Warszawa, Praga-Północ, Nowa Praga, Karola Szymanowskiego",629000.0,48.7,2,wtórny,nie,,,1/4,garaż/miejsce parkingowe
682,"Warszawa, Praga-Południe, Mińska",567911.0,37.61,2,wtórny,2022-09-30,"teren zamknięty, domofon / wideofon",,2/4,
683,"Warszawa, Wilanów, ul. św. Urszuli Ledóchowskiej",510500.0,35.0,2,wtórny,2017,"telewizja kablowa, internet",,3/3,
684,"Warszawa, Śródmieście, Śródmieście Południowe, Hoża",1440000.0,60.0,2,wtórny,2022-06-03,nie,balkon,4/5,
685,"Warszawa, Wawer, Miedzeszyn",899000.0,125.0,5,wtórny,2020,nie,balkon,1,garaż/miejsce parkingowe
686,"Warszawa, Śródmieście",3850000.0,205.0,5,wtórny,2022-06-01,nie,balkon,8/8,garaż/miejsce parkingowe
687,"Warszawa, Wola, Syreny",659000.0,50.0,2,wtórny,1959,tak,balkon,3/5,
688,"Warszawa, Śródmieście, Mokotowska",1150000.0,51.5,2,wtórny,1958,,balkon,5/6,
689,"Warszawa, Śródmieście, Śródmieście Południowe, Ludwika Waryńskiego",1800000.0,74.0,3,wtórny,nie,,,8/8,
690,"Warszawa, Włochy, Żwirki i Wigury",435000.0,41.5,2,wtórny,1956,,,parter/3,
691,"Warszawa, Wola, Karolkowa",3100000.0,103.68,4,wtórny,apartamentowiec,,taras,&gt; 10/12,garaż/miejsce parkingowe
692,"Warszawa, Ursynów",669000.0,80.0,4,pierwotny,2022,nie,ogródek,1/1,garaż/miejsce parkingowe
693,"Warszawa, Ursynów",860000.0,65.0,3,wtórny,1990,nie,balkon,3/4,garaż/miejsce parkingowe
694,"Warszawa, Bemowo",685000.0,45.0,2,wtórny,2010,"system alarmowy, monitoring / ochrona",,2/4,garaż/miejsce parkingowe
695,"Warszawa, Mokotów, Górny Mokotów",745000.0,50.0,3,wtórny,1970,tak,balkon,2/12,
696,"Warszawa, Praga-Południe",720000.0,57.7,2,wtórny,2004,"system alarmowy, monitoring / ochrona",,&gt; 10/18,garaż/miejsce parkingowe
697,"Warszawa, Wawer, Marysin Wawerski",449000.0,33.5,2,wtórny,2020,tak,ogródek,parter/5,
698,"Warszawa, Śródmieście, Nowe Miasto",850000.0,63.0,2,wtórny,1970,,,3/4,
699,"Warszawa, Żoliborz, Sady Żoliborskie, Sady Żoliborskie",750000.0,50.0,2,wtórny,1960,pom. użytkowe,balkon,1/4,
700,"Warszawa, Praga-Północ, Nowa Praga",375000.0,19.0,1,wtórny,1956,cegła,,2/6,
701,"Warszawa, Mokotów",729000.0,66.0,3,wtórny,1975,tak,balkon,5/10,
702,"Warszawa, Wola",1599000.0,118.2,4,wtórny,2006,tak,balkon,3/5,garaż/miejsce parkingowe
703,"Warszawa, Śródmieście, ul. Wspólna",1448550.0,64.38,2,wtórny,2010,tak,balkon,5/6,garaż/miejsce parkingowe
704,"Warszawa, Mokotów, Górny Mokotów, ul. Wiartel",565000.0,37.2,2,wtórny,blok,"telewizja kablowa, telefon",balkon,7/10,garaż/miejsce parkingowe
705,"Warszawa, Praga-Południe",369000.0,30.0,2,wtórny,1956,monitoring / ochrona,,parter/4,
706,"Warszawa, Wola",355414.0,17.86,1,pierwotny,2022-08-01,tak,,&gt; 10/18,
707,"Warszawa, Praga-Południe, Saska Kępa",510000.0,37.0,2,wtórny,1966,żelbet,balkon,1/3,
708,"Warszawa, Białołęka, Białołęka Dworska, ul. Krokwi",615000.0,44.0,2,wtórny,2012,tak,balkon,1/3,garaż/miejsce parkingowe
709,"Warszawa, Ursynów, Natolin, Osiedle Dębina",990000.0,71.5,3,wtórny,2000,tak,balkon,1/3,garaż/miejsce parkingowe
710,"Warszawa, Mokotów",1600000.0,88.8,3,wtórny,2017,tak,balkon,3/3,garaż/miejsce parkingowe
711,"Warszawa, Wola, Wolska",525000.0,38.4,2,wtórny,2022-05-26,plastikowe,,4/15,garaż/miejsce parkingowe
712,"Warszawa, Mokotów, Sadyba, Jana III Sobieskiego",669000.0,65.0,4,wtórny,2022-04-18,nie,,2/4,
713,"Warszawa, Ursynów, Jana Ciszewskiego",665000.0,63.3,3,wtórny,1984,tak,balkon,4/8,
714,"Warszawa, Wesoła, Stara Miłosna, Ułańska",499000.0,69.5,3,wtórny,2022-06-17,meble,balkon,2/3,garaż/miejsce parkingowe
715,"Warszawa, Białołęka",479000.0,60.2,3,wtórny,1999,monitoring / ochrona,,1/4,garaż/miejsce parkingowe
716,"Warszawa, Praga-Południe, ul. Szaserów",560000.0,56.0,3,wtórny,1965,nie,balkon,4/4,garaż/miejsce parkingowe
717,"Warszawa, Ochota, Stara Ochota, ul. Dorotowska",690000.0,47.5,2,wtórny,1953,tak,,4/6,
718,"Warszawa, Mokotów, Wyględów, Sztormowa",2550000.0,118.5,3,wtórny,2006,tak,taras,1/2,garaż/miejsce parkingowe
719,"Warszawa, Żoliborz, Sady Żoliborskie, Sady Żoliborskie",3850000.0,238.0,6,wtórny,2021-02-01,drewniane,balkon,2/4,garaż/miejsce parkingowe
720,"Warszawa, Śródmieście, Śródmieście Północne, Grzybowska",1660000.0,66.4,2,wtórny,2022-05-27,drewniane,,6/10,
721,"Warszawa, Ursus, Edwarda Habicha",356000.0,26.51,1,pierwotny,2023,"telewizja kablowa, internet, telefon",balkon,6/8,garaż/miejsce parkingowe
722,"Warszawa, Praga-Południe, Kamionek, Grochowska",745000.0,62.16,3,wtórny,2022-07-01,plastikowe,balkon,3/7,garaż/miejsce parkingowe
723,"Warszawa, Mokotów, Sadyba, Bernardyńska",3699000.0,204.14,4,wtórny,2022-01-21,drewniane,balkon,5/5,garaż/miejsce parkingowe
724,"Warszawa, Ursynów, ppłk. Zbigniewa Stanisława Kiedacza",2000000.0,90.9,4,wtórny,drewniane,domofon / wideofon,taras,3/3,garaż/miejsce parkingowe
725,"Warszawa, Wola, Mirów, Łucka",1700000.0,100.0,3,wtórny,2000,tak,balkon,2/6,garaż/miejsce parkingowe
726,"Warszawa, Śródmieście, Powiśle, Okrąg",3186000.0,118.0,3,,,,,,
727,"Warszawa, Wilanów",2150000.0,91.7,3,wtórny,apartamentowiec,,,3/4,garaż/miejsce parkingowe
728,"Warszawa, Śródmieście, Adama Idźkowskiego",1099000.0,71.65,2,wtórny,1931,nie,,3/4,garaż/miejsce parkingowe
729,"Warszawa, Wilanów, Aleja Rzeczypospolitej",1000000.0,59.29,3,wtórny,2016,tak,balkon,1/4,garaż/miejsce parkingowe
730,"Warszawa, Śródmieście, Złota",13300000.0,208.4,5,wtórny,2007,tak,,&gt; 10/52,garaż/miejsce parkingowe
731,"Warszawa, Wawer, ul. Borkowska",679000.0,97.38,3,wtórny,2022-09-01,plastikowe,taras,1/2,
732,"Warszawa, Ochota, Grójecka",839000.0,49.0,2,wtórny,2022-03-28,plastikowe,balkon,5/6,garaż/miejsce parkingowe
733,"Warszawa, Wola, Młynów, Działdowska",850000.0,50.93,2,wtórny,2022-04-04,tak,,5/6,garaż/miejsce parkingowe
734,"Warszawa, Wola, Marcina Kasprzaka",880000.0,56.5,2,wtórny,2016,nie,balkon,3/8,garaż/miejsce parkingowe
735,"Warszawa, Śródmieście, Zgoda",1250000.0,68.5,3,wtórny,2022-05-31,nie,,&gt; 10/23,
736,"Warszawa, Mokotów, Sadyba, Spalska",751900.0,51.8,3,wtórny,2022-05-23,piwnica,balkon,1/4,
737,"Warszawa, Ochota",996889.0,66.6,3,wtórny,2022-07-08,plastikowe,balkon,5,garaż/miejsce parkingowe
738,"Warszawa, Praga-Południe",369000.0,22.08,1,wtórny,2022-07-08,plastikowe,balkon,6/6,
739,"Warszawa, Białołęka",538000.0,60.0,3,wtórny,2022-07-08,plastikowe,balkon,1/4,garaż/miejsce parkingowe
740,"ul. Kokoryczki 5a, Warszawa, mazowieckie",720000.0,66.0,3,wtórny,apartamentowiec,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",balkon,5/6,garaż/miejsce parkingowe
741,"Warszawa, Ursus, Zagłoby",499000.0,58.0,4,wtórny,1977,nie,balkon,4/4,
742,"Warszawa, Wilanów, ul. Goplańska 29",630000.0,50.0,2,wtórny,1980,tak,balkon,5/10,
743,"Warszawa, Włochy",1050000.0,75.0,4,wtórny,2017,tak,balkon,1/4,garaż/miejsce parkingowe
744,"Warszawa, Białołęka",538000.0,60.0,3,wtórny,2022-07-08,plastikowe,balkon,1/4,garaż/miejsce parkingowe
745,"ul. Kokoryczki 5a, Warszawa, mazowieckie",720000.0,66.0,3,wtórny,apartamentowiec,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",balkon,5/6,garaż/miejsce parkingowe
746,"Warszawa, Wola, ul. Józefa Bema",800000.0,53.0,2,wtórny,2004,tak,balkon,6/9,garaż/miejsce parkingowe
747,"Warszawa, Targówek",695000.0,58.0,4,wtórny,1977,nie,,2/4,
748,"Warszawa, Ochota, ul. Pruszkowska",465000.0,38.5,2,wtórny,1970,nie,balkon,2/4,
749,"Warszawa, Ursus, al. jerozolimskie",570000.0,44.0,2,pierwotny,apartamentowiec,"telewizja kablowa, internet, telefon","balkon, taras",,garaż/miejsce parkingowe
750,"Warszawa, Wola, ul. Marcina Kasprzaka",325000.0,26.0,1,pierwotny,apartamentowiec,"telewizja kablowa, internet, telefon","balkon, taras",,garaż/miejsce parkingowe
751,"Warszawa, Wola",850000.0,46.0,3,pierwotny,2021,tak,"balkon, taras",&gt; 10/21,garaż/miejsce parkingowe
752,"Warszawa, Wola",570000.0,37.0,1,pierwotny,2021,tak,balkon,&gt; 10,
753,"Warszawa, Wola, ul. Marcina Kasprzaka",275000.0,18.5,1,pierwotny,2022,tak,"balkon, taras",,garaż/miejsce parkingowe
754,"Warszawa, Praga-Północ, Szmulowizna, Tarchomińska",559000.0,51.0,3,wtórny,1976,nie,balkon,2/4,
755,"Warszawa, Wola, ul. Piaskowa 4",563000.0,34.7,1,wtórny,2022-06-21,drewniane,balkon,4/6,garaż/miejsce parkingowe
756,"Warszawa, Włochy",501000.0,42.12,2,pierwotny,2022,tak,,4/5,garaż/miejsce parkingowe
757,"Warszawa, Ursus, Elżbiety Rakuszanki",550000.0,51.0,2,wtórny,2009,meble,balkon,4/7,
758,"Warszawa, Białołęka, Grzymalitów",419000.0,35.4,1,wtórny,2005,cegła,balkon,2/2,
759,"Warszawa, Mokotów, Wierzbno, ul. Jana Pawła Woronicza 33",1299000.0,91.0,4,wtórny,2010,tak,balkon,5/12,garaż/miejsce parkingowe
760,"Warszawa, Rembertów, Roty",1285000.0,97.0,4,wtórny,2005,nie,"ogródek, taras",parter/1,garaż/miejsce parkingowe
761,"Warszawa, Białołęka, ul. Przaśna",429000.0,35.19,2,wtórny,2016,domofon / wideofon,balkon,1/4,
762,"Warszawa, Włochy, ul. Budki Szczęśliwickie",945000.0,61.15,3,wtórny,2021,tak,balkon,4/4,garaż/miejsce parkingowe
763,"Warszawa, Mokotów, Górny Mokotów",2200000.0,128.77,4,pierwotny,2022,tak,taras,8/8,garaż/miejsce parkingowe
764,"Warszawa, Wola, Złota",490000.0,29.0,1,wtórny,1967,tak,,9/9,
765,"Warszawa, Mokotów, Górny Mokotów",1258180.0,57.19,3,pierwotny,2022,tak,,8/8,garaż/miejsce parkingowe
766,"Warszawa, Ochota, ul. Wiślicka",690000.0,50.0,2,wtórny,plastikowe,,balkon,3/10,
767,"Warszawa, Praga-Południe, Jana Nowaka-Jeziorańskiego",520000.0,39.2,2,pierwotny,2023,"system alarmowy, monitoring / ochrona",,6/7,
768,"Warszawa, Bielany, Wólczyńska 133",,45.6,2,,,,,6/6,garaż/miejsce parkingowe
769,"Warszawa, Bielany, Wólczyńska 133",,40.62,2,,,,balkon,6/6,garaż/miejsce parkingowe
770,"Warszawa, Bielany, Wólczyńska 133",,41.74,2,,,,balkon,6/6,garaż/miejsce parkingowe
771,"Warszawa, Bielany, Wólczyńska 133",,45.68,2,,,,,5/6,garaż/miejsce parkingowe
772,"Warszawa, Bielany, Wólczyńska 133",,63.68,4,,,,balkon,6/6,garaż/miejsce parkingowe
773,"Warszawa, Bielany, Wólczyńska 133",,63.68,4,,,,balkon,5/6,garaż/miejsce parkingowe
774,"Warszawa, Bielany, Wólczyńska 133",,26.12,1,,,,balkon,4/6,garaż/miejsce parkingowe
775,"Warszawa, Bielany, Wólczyńska 133",,41.74,2,,,,balkon,4/6,garaż/miejsce parkingowe
776,"Warszawa, Bielany, Wólczyńska 133",,26.12,1,,,,balkon,2/6,garaż/miejsce parkingowe
777,"Warszawa, Bielany, Wólczyńska 133",,41.74,2,,,,balkon,3/6,garaż/miejsce parkingowe
778,"Warszawa, Bielany, Wólczyńska 133",,26.12,1,,,,balkon,3/6,garaż/miejsce parkingowe
779,"Warszawa, Śródmieście, al. Aleja Jana Pawła II",760000.0,52.9,3,wtórny,blok,domofon / wideofon,,&gt; 10/16,
780,"Warszawa, Ursus, Skorosze, Dzieci Warszawy 40C",749000.0,61.31,3,wtórny,2022,tak,,3/4,
781,"Warszawa, Praga-Południe, ul. gen. Augusta Emila Fieldorfa ",910000.0,68.3,3,wtórny,2004,tak,balkon,5/7,garaż/miejsce parkingowe
782,"Warszawa, Wawer, ul. Wodniaków",749000.0,75.0,4,wtórny,2020,nie,"balkon, ogródek, taras",1/2,garaż/miejsce parkingowe
783,"Warszawa, Mokotów, Nałęczowska 33",1257000.0,74.0,3,wtórny,2022,tak,balkon,4/10,garaż/miejsce parkingowe
784,"Warszawa, Praga-Południe, Gocław, Perkuna",1438000.0,148.0,4,wtórny,1994,nie,balkon,4/5,garaż/miejsce parkingowe
785,"Warszawa, Ochota, Grójecka",540000.0,45.14,2,wtórny,1938,,,parter/3,
786,"Warszawa, Mokotów, Siekierki, Cetysówny",710000.0,46.14,3,wtórny,2021,,balkon,2/3,garaż/miejsce parkingowe
787,"Warszawa, Mokotów, Sadyba, Żegiestowska",2275000.0,99.0,4,wtórny,2018,tak,taras,2/2,garaż/miejsce parkingowe
788,"Warszawa, Mokotów, Siekierki, Dywizjonu AK Jeleń",585000.0,36.67,2,wtórny,2021,,balkon,3/4,garaż/miejsce parkingowe
789,"Warszawa, Wola, al. Prymasa Tysiąclecia",395000.0,29.62,1,wtórny,1970,żelbet,,4/7,
790,"Warszawa, Praga-Południe",780000.0,87.0,4,wtórny,1930,nie,balkon,2/2,garaż/miejsce parkingowe
791,"Warszawa, Mokotów, Stegny",579000.0,64.0,4,wtórny,1973,nie,balkon,3/4,
792,"Warszawa, Praga-Północ",420000.0,30.5,1,wtórny,blok,,,3/10,
793,"Warszawa, Praga-Północ, ul. Stalowa",549000.0,38.5,2,wtórny,2021-07-01,plastikowe,,5/5,
794,"Warszawa, Bemowo, Rozłogi",395000.0,36.0,2,wtórny,1976,piwnica,balkon,parter/9,
795,"Warszawa, Bemowo, ul. Drogomilska",580000.0,62.0,3,wtórny,1983,tak,balkon,6/7,garaż/miejsce parkingowe
796,"Warszawa, Wawer, ul. Wiązana",850000.0,75.0,3,wtórny,2015,nie,"ogródek, taras",parter,garaż/miejsce parkingowe
797,"Warszawa, Ochota, Stara Ochota, rokosowska 11",888000.0,49.37,3,wtórny,1955,nie,,1/4,
798,"Warszawa, Praga-Południe, Gocław, ul. Jugosłowiańska",790000.0,55.0,2,wtórny,2012,tak,balkon,8/12,garaż/miejsce parkingowe
799,"Warszawa, Ochota, Stara Ochota",999000.0,54.4,2,wtórny,1936,nie,balkon,2/4,
800,"Warszawa, Wola, Czyste",685000.0,55.3,3,wtórny,2002,tak,balkon,10/12,
801,"Warszawa, Mokotów",620000.0,59.04,3,wtórny,1984,,balkon,2/3,
802,"Warszawa, Praga-Południe, Grochów",562000.0,62.5,3,wtórny,1986,inne,,7/16,
803,"Warszawa, Ochota, Stara Ochota",755000.0,52.16,2,wtórny,1953,nie,,1/3,
804,"Warszawa, Śródmieście, Dobra",700000.0,40.25,1,wtórny,2022-06-29,,,1/4,
805,"Warszawa, Ochota, Kaliska",740000.0,37.85,2,wtórny,nie,,,parter/4,
806,"Warszawa, Praga-Południe, Gocław, gen. Romana Abrahama",585000.0,56.8,3,wtórny,1983,monitoring / ochrona,,parter/15,garaż/miejsce parkingowe
807,"Warszawa, Śródmieście, Wilcza",1159600.0,44.6,2,wtórny,2021,nie,,parter/5,
808,"Warszawa, Wilanów, ul. św. Urszuli Ledóchowskiej 5",870000.0,68.0,2,wtórny,2013,tak,balkon,1/4,garaż/miejsce parkingowe
809,"Warszawa, Ochota, ul. Szczęśliwicka",465000.0,35.0,2,wtórny,1950,nie,,2/3,
810,"Warszawa, Praga-Północ, Wenantego Burdzińskiego",685000.0,63.67,4,wtórny,1969,tak,,9/10,
811,"Warszawa, Wilanów",1220000.0,86.5,3,wtórny,2022-07-29,tak,balkon,1/4,garaż/miejsce parkingowe
812,"Warszawa, Mokotów, ul. Cybernetyki",779000.0,50.0,3,wtórny,2017,nie,balkon,5/5,garaż/miejsce parkingowe
813,"Warszawa, Praga-Północ, Konopacka",670000.0,33.74,2,wtórny,2020,tak,"balkon, taras",3/5,
814,"Warszawa, Targówek, Turmoncka",426000.0,38.0,2,wtórny,1972,tak,balkon,10/10,
815,"Warszawa, Włochy",660215.0,57.41,3,pierwotny,2022,tak,,1/5,
816,"Warszawa, Włochy",817830.0,69.9,3,pierwotny,2022,tak,,5/5,
817,"Warszawa, Żoliborz",1520000.0,80.0,3,wtórny,2010,"piwnica, oddzielna kuchnia",balkon,5/8,
818,"Warszawa, Wola",659000.0,60.41,3,wtórny,2007,tak,balkon,1/18,garaż/miejsce parkingowe
819,"Warszawa, Praga-Południe, ul. Celownicza 4",675405.0,50.03,2,wtórny,2021,tak,balkon,6/17,garaż/miejsce parkingowe
820,"Warszawa, Białołęka, ul. Winorośli",635000.0,53.9,3,wtórny,2018,tak,taras,4/8,garaż/miejsce parkingowe
821,"Warszawa, Ursus, ul. Posag 7 Panien 5",736414.0,63.34,3,wtórny,2021,tak,balkon,2/7,garaż/miejsce parkingowe
822,"Warszawa, Wesoła",440000.0,37.0,2,wtórny,2018,nie,balkon,1/2,
823,"Warszawa, Śródmieście, Śródmieście Południowe, Aleja Wyzwolenia",1297000.0,75.0,4,wtórny,1953,"piwnica, pom. użytkowe",,6/6,
824,"Warszawa, Śródmieście, Aleja Solidarności",585000.0,36.0,1,wtórny,1955,tak,,5/6,
825,"Warszawa, Bielany, Jana Kochanowskiego",799000.0,65.0,3,wtórny,1996,"telewizja kablowa, internet, telefon",taras,3/4,garaż/miejsce parkingowe
826,"Warszawa, Włochy, Stare Włochy, ul. Krańcowa",630000.0,48.0,2,wtórny,2014,tak,balkon,3/7,
827,"Warszawa, Praga-Południe, ul. Majdańska",639000.0,50.7,2,wtórny,1980,tak,balkon,10/10,
828,"Warszawa, mazowieckie",48621544.0,37.06,2,pierwotny,apartamentowiec,,balkon,2/4,garaż/miejsce parkingowe
829,"Warszawa, Ursynów, Kabaty, Wąwozowa",790000.0,60.0,2,wtórny,apartamentowiec,"telewizja kablowa, internet",balkon,1/4,garaż/miejsce parkingowe
830,"Warszawa, Ursus, ul. Obywatelska",662000.0,52.54,2,wtórny,2022-09-01,plastikowe,balkon,2/5,garaż/miejsce parkingowe
831,"Warszawa, Bielany, Literacka",499000.0,47.0,3,wtórny,1974,nie,balkon,2/4,
832,"Warszawa, Śródmieście, Śródmieście Południowe",1950000.0,85.0,2,wtórny,2014,nie,,4/4,
833,"Warszawa, Żoliborz",5990000.0,340.0,6,wtórny,2005,monitoring / ochrona,,6/6,garaż/miejsce parkingowe
834,"Warszawa, Śródmieście",1190000.0,54.0,2,wtórny,1963,nie,balkon,4/6,garaż/miejsce parkingowe
835,"Warszawa, Wilanów",2985000.0,116.21,3,pierwotny,2022,monitoring / ochrona,taras,1/2,garaż/miejsce parkingowe
836,"Warszawa, Śródmieście, Polna",459000.0,23.55,1,wtórny,1913,cegła,,1/9,
837,"Warszawa, Mokotów, ul. Kazimierzowska",1040000.0,56.0,2,wtórny,1952,nie,balkon,1/3,garaż/miejsce parkingowe
838,"Warszawa, Bielany, ul. Władysława Broniewskiego",450000.0,42.0,2,wtórny,blok,domofon / wideofon,,2,
839,"Warszawa, Ursynów, ul. Stefana Dembego",449000.0,33.04,1,wtórny,blok,"telewizja kablowa, internet, telefon",balkon,3,
840,"Warszawa, Mokotów, Stegny",530000.0,53.1,3,wtórny,1976,telefon,balkon,4/4,
841,"Warszawa, Białołęka, Tarchomin, ul. Nowodworska 25A",345000.0,31.5,1,wtórny,2000,tak,,4/5,garaż/miejsce parkingowe
842,"Warszawa, Mokotów, Służew",699000.0,58.0,3,wtórny,1976,tak,balkon,8/15,garaż/miejsce parkingowe
843,"Warszawa, Targówek, ul. Turmoncka",423500.0,38.5,2,wtórny,blok,"telewizja kablowa, internet, telefon",balkon,1/10,
844,"Warszawa, Wola, Ulrychów",1150000.0,65.0,3,wtórny,2020,tak,balkon,3/7,garaż/miejsce parkingowe
845,"Warszawa, Bielany, ul. Leopolda Staffa",450000.0,35.1,2,wtórny,1970,nie,,parter/4,
846,"Warszawa, Targówek, Bródno, ul. Krasnobrodzka",535000.0,56.9,3,wtórny,blok,"drzwi / okna antywłamaniowe, domofon / wideofon",balkon,10/12,
847,"Warszawa, Praga-Południe, ul. Międzynarodowa",579000.0,37.5,2,wtórny,1971,tak,balkon,6/10,
848,"Warszawa, Bielany, ul. Przy Agorze",399000.0,37.6,2,wtórny,1960,nie,,4/4,
849,"Warszawa, Wola, ul. Burakowska 16",585000.0,29.8,1,wtórny,2016,tak,balkon,3/6,
850,"Warszawa, Bielany, Bogusławskiego",690000.0,72.0,3,wtórny,1987,tak,balkon,4/11,
851,"Warszawa, Żoliborz",560000.0,41.0,2,wtórny,1976,tak,balkon,3/10,garaż/miejsce parkingowe
852,"Warszawa, Śródmieście, ul. 29 Listopada",819000.0,55.6,3,wtórny,1946,nie,,parter/4,
853,"Warszawa, Śródmieście, ul. 29 Listopada",419000.0,28.0,2,wtórny,1946,nie,,parter/4,
854,"Warszawa, Praga-Północ, ul. Jagiellońska",579000.0,33.0,1,wtórny,1953,tak,,5/6,
