iter	RMSE
352	0.1789091934
353	0.1788011343
354	0.1785952354
355	0.1784031749
356	0.1783696069
357	0.1781336478
358	0.1780079688
359	0.1779006782
360	0.1777000464
361	0.177522223
362	0.1775097262
363	0.1770911115
364	0.1770819695
365	0.177071676
366	0.177062954
367	0.1770538395
368	0.1769116164
369	0.1767183865
370	0.176592647
371	0.1763828839
372	0.1760867261
373	0.1759618763
374	0.1757897111
375	0.1757823102
376	0.1756318929
377	0.1753724072
378	0.1751144012
379	0.1749676312
380	0.1747170182
381	0.1745212977
382	0.1745158079
383	0.1743855455
384	0.1741022705
385	0.1739784309
386	0.1737536113
387	0.1735272497
388	0.1734804784
389	0.1732521374
390	0.1732273169
391	0.1732089018
392	0.1730754027
393	0.1729626658
394	0.1729575229
395	0.1727245082
396	0.1724863682
397	0.1723610564
398	0.1721906331
399	0.1721018719
400	0.1719490062
401	0.1717066787
402	0.1717014016
403	0.1715668922
404	0.1713110434
405	0.1711196602
406	0.1708928084
407	0.1705275994
408	0.1704950208
409	0.1703266706
410	0.1701347529
411	0.1699998623
412	0.1698297962
413	0.1696103887
414	0.1694441163
415	0.1693659706
416	0.1692266284
417	0.1689723585
418	0.1689167428
419	0.1687601284
420	0.1686228013
421	0.1684999689
422	0.1683009626
423	0.1682936598
424	0.1681465611
425	0.1681415725
426	0.1679228846
427	0.1678857219
428	0.1676060533
429	0.1673318197
430	0.1673057855
431	0.166973219
432	0.1669655983
433	0.1668261779
434	0.1665755989
435	0.1663869448
436	0.1662551321
437	0.1662252193
438	0.1662002911
439	0.1661000564
440	0.1658597145
441	0.1658320092
442	0.1656220355
443	0.165504103
444	0.1653398437
445	0.165190972
446	0.1651703929
447	0.1651654535
448	0.1649040475
449	0.1647188627
450	0.164492651
451	0.1643396971
452	0.1643138544
453	0.1640700043
454	0.1638899036
455	0.1636998955
456	0.1635429289
457	0.1633876681
458	0.1631794038
459	0.1629510672
460	0.1629480041
461	0.1628159748
462	0.1625659398
463	0.1623477771
464	0.1621909245
465	0.1620665398
466	0.1619612549
467	0.1617248173
468	0.1615739869
469	0.1613982219
470	0.1612966982
471	0.1612259534
472	0.1611284268
473	0.161124394
474	0.1610199876
475	0.160838013
476	0.1607665579
477	0.1607608846
478	0.1604893044
479	0.1602673327
480	0.15998261
481	0.1597752796
482	0.1596295395
483	0.1594670307
484	0.1594622251
485	0.159240992
486	0.1591417578
487	0.1591225123
488	0.1589459441
489	0.1587377835
490	0.1586661434
491	0.1585007827
492	0.1583213445
493	0.1581785436
494	0.1580445897
495	0.1578414081
496	0.1576696043
497	0.1574463543
498	0.1572799059
499	0.1571210429
500	0.1569137904
501	0.1569105673
502	0.156656395
503	0.1565178247
504	0.1564207862
505	0.1563014606
506	0.156081996
507	0.1558997305
508	0.1557116631
509	0.1555892467
510	0.1554683606
511	0.1552722437
512	0.1551364987
513	0.1549460056
514	0.1548132048
515	0.1547455736
516	0.1546086937
517	0.154516216
518	0.1543469153
519	0.1542554087
520	0.1541962088
521	0.1539898813
522	0.153859453
523	0.1538374871
524	0.1536611722
525	0.1535150356
526	0.1532959126
527	0.1530476351
528	0.1528968449
529	0.152784384
530	0.1527819394
531	0.1527780649
532	0.1526919137
533	0.1526451631
534	0.1524362757
535	0.1522093525
536	0.1520731495
537	0.1519657838
538	0.1518142602
539	0.1516588739
540	0.1514757737
541	0.151372832
542	0.1511691962
543	0.1511457831
544	0.1510390472
545	0.1509007711
546	0.1508783444
547	0.1507224137
548	0.1506232851
549	0.1504931382
550	0.1503483747
551	0.1502515875
552	0.1500562287
553	0.1499849238
554	0.1498083805
555	0.1498050612
556	0.1496675877
557	0.1494952126
558	0.1494142077
559	0.1493377241
560	0.1492287459
561	0.1490487796
562	0.1490269179
563	0.1490217388
564	0.1488853879
565	0.1486977357
566	0.1486241846
567	0.1484209123
568	0.1483208944
569	0.1481223746
570	0.1481193508
571	0.1479675003
572	0.1476842419
573	0.1474970419
574	0.1473847365
575	0.1472724797
576	0.1471085003
577	0.1468928688
578	0.1467646638
579	0.1466382548
580	0.1464660515
581	0.1463664662
582	0.1461565213
583	0.1459534551
584	0.1458856657
585	0.1457075864
586	0.1455026743
587	0.1454000876
588	0.1453985162
589	0.1452119784
590	0.1451072708
591	0.1449497613
592	0.1448276103
593	0.1445866716
594	0.1444320848
595	0.144413137
596	0.1443180407
597	0.1441812262
598	0.1440063567
599	0.1439151213
600	0.1437735683
601	0.1437536019
602	0.1436471615
603	0.143475035
604	0.1433179793
605	0.1432450219
606	0.1430795691
607	0.1429465124
608	0.1427545706
609	0.1425914649
610	0.1424340143
611	0.1423725379
612	0.1421837812
613	0.1419936918
614	0.1418028846
615	0.1417128928
616	0.1416291677
617	0.1415764399
618	0.141433279
619	0.1413328539
620	0.1412309528
621	0.1411334374
622	0.141042828
623	0.1408490401
624	0.1406410427
625	0.1405662391
626	0.1404615408
627	0.1403471816
628	0.1401871358
629	0.1400056753
630	0.1398440591
631	0.1396015186
632	0.1394432009
633	0.1393161188
634	0.1391824708
635	0.1391789069
636	0.1390636818
637	0.1390593268
638	0.1388662831
639	0.1387465057
640	0.1385596566
641	0.1385570228
642	0.1384498159
643	0.1383266395
644	0.138131628
645	0.1379428314
646	0.1378282643
647	0.1377063816
648	0.1376361681
649	0.1375579514
650	0.1373637453
651	0.1372038462
652	0.1370352578
653	0.1368639997
654	0.136726843
655	0.1366487636
656	0.136547294
657	0.1364934079
658	0.1364324211
659	0.1362970501
660	0.1361892113
661	0.1360716741
662	0.1360549049
663	0.1359492728
664	0.1358463167
665	0.1356949893
666	0.1354618355
667	0.1354012928
668	0.135200274
669	0.135029156
670	0.1349476185
671	0.1348216256
672	0.1347007661
673	0.1345181572
674	0.1344225862
675	0.1343329
676	0.1341475442
677	0.1340327135
678	0.1340298375
679	0.1338220829
680	0.133684665
681	0.1335418904
682	0.1333445942
683	0.1331947427
684	0.1330949315
685	0.1329905646
686	0.132871601
687	0.1327863262
688	0.132679522
689	0.132575223
690	0.1324559071
691	0.1322605255
692	0.1321459159
693	0.132029932
694	0.1318348549
695	0.1317935178
696	0.1316381742
697	0.1314670757
698	0.1313888129
699	0.1312222603
700	0.1310573047
701	0.1309264802
702	0.1307324493
703	0.1306235114
704	0.1306071156
705	0.1304130754
706	0.1302567212
707	0.1301088727
708	0.1299095279
709	0.1299067461
710	0.1298176282
711	0.1297515821
712	0.1296981115
713	0.1295843546
714	0.1295397976
715	0.1295233389
716	0.1294982872
717	0.1293907742
718	0.1293051012
719	0.129302318
720	0.1292368858
721	0.1290678514
722	0.1290388389
723	0.1289589746
724	0.1288107654
725	0.1288087973
726	0.1287112502
727	0.1287086127
728	0.1285925433
729	0.1285909255
730	0.1285396833
731	0.1285223851
732	0.1284244732
733	0.1282604032
734	0.1280935342
735	0.1280117726
736	0.127918204
737	0.1277873102
738	0.1276521989
739	0.1275508121
740	0.1273518913
741	0.1272459099
742	0.127214897
743	0.1271100416
744	0.127107801
745	0.1269502516
746	0.1269115865
747	0.1267137079
748	0.1267119317
749	0.1265956569
750	0.1263827025
751	0.126228842
752	0.1260575739
753	0.125898091
754	0.1257197775
755	0.1254814103
756	0.12533059
757	0.1252737258
758	0.1251868744
759	0.1250838909
760	0.1250033329
761	0.1249105794
762	0.1247698571
763	0.1247678752
764	0.1245772958
765	0.1244914093
766	0.1244527068
767	0.1243693824
768	0.1242396012
769	0.1241001124
770	0.1239280301
771	0.1238513676
772	0.1238147854
773	0.1237689073
774	0.1236783423
775	0.1236534302
776	0.1235721586
777	0.1235552796
778	0.1234430321
779	0.1234006226
780	0.123391623
781	0.1233626163
782	0.1232665525
783	0.1231644848
784	0.123062073
785	0.1230430326
786	0.1229159703
787	0.1228250764
788	0.1227132936
789	0.1226065627
790	0.1225103419
791	0.1224658583
792	0.1223209328
793	0.1221769261
794	0.1221483118
795	0.1220404342
796	0.1218712245
797	0.121698235
798	0.1215705263
799	0.121552169
800	0.1214537609
801	0.1213137952
802	0.1213124714
803	0.1213017314
804	0.121191668
805	0.121053954
806	0.1209084783
807	0.1207796689
808	0.1207094936
809	0.1206255097
810	0.1205494481
811	0.1204315073
812	0.1203821047
813	0.1203106734
814	0.120214172
815	0.1200722428
816	0.1200592899
817	0.1199307195
818	0.119808528
819	0.1197326787
820	0.1196390057
821	0.1195327771
822	0.1194399386
823	0.1193254367
824	0.1193119403
825	0.1192805341
826	0.1191419089
827	0.119044624
828	0.1189845584
829	0.1188213491
830	0.1188199337
831	0.1187826914
832	0.1186837672
833	0.1186627724
834	0.1186066444
835	0.1184476262
836	0.1184015394
837	0.1183963095
838	0.1183740924
839	0.1182808048
840	0.1182330239
841	0.1181149385
842	0.1180757034
843	0.1180097639
844	0.1178741724
845	0.1177061879
846	0.117621886
847	0.1174739404
848	0.117309736
849	0.1172336607
850	0.1172003497
851	0.1171633558
852	0.1170537488
853	0.1169437817
854	0.1167905382
855	0.1167892192
856	0.1166421367
857	0.1165104214
858	0.1164515044
859	0.1162826006
860	0.1162651064
861	0.1162638101
862	0.1161793421
863	0.1161638684
864	0.1159838129
865	0.1158928541
866	0.1158369107
867	0.1157387073
868	0.115658586
869	0.1154915264
870	0.1153676233
871	0.1152770656
872	0.1152733008
873	0.1152093505
874	0.1151696805
875	0.1150108887
876	0.1149242407
877	0.1148005011
878	0.1147094075
879	0.1145543985
880	0.1144275594
881	0.1143398671
882	0.1142603361
883	0.1141722327
884	0.1141025699
885	0.1140216055
886	0.113905128
887	0.1137903599
888	0.1137175034
889	0.1136718472
890	0.1135684262
891	0.1135306468
892	0.1134529854
893	0.1132963568
894	0.1132117483
895	0.113171083
896	0.1130409594
897	0.1129478431
898	0.1129469726
899	0.1128969435
900	0.1127906522
901	0.1127123823
902	0.112603454
903	0.1125404537
904	0.1124218567
905	0.1123688815
906	0.112289376
907	0.1121643719
908	0.1121551701
909	0.1119774728
910	0.1118809989
911	0.1117573545
912	0.1116073764
913	0.1115172655
914	0.1113856441
915	0.1112269738
916	0.1111040732
917	0.1109922707
918	0.1109251554
919	0.1108559077
920	0.1108549308
921	0.1108149152
922	0.1107326234
923	0.1107139147
924	0.1106773546
925	0.1106764356
926	0.1105869056
927	0.1104307462
928	0.1103040194
929	0.110196281
930	0.1101339093
931	0.110098084
932	0.1099696936
933	0.1098843735
934	0.1098835459
935	0.1096824963
936	0.1096446177
937	0.1096098217
938	0.1095587125
939	0.10947617
940	0.1094206362
941	0.1093264646
942	0.1092889009
943	0.1092879884
944	0.1091581317
945	0.1091065183
946	0.1090191075
947	0.1089575876
948	0.1088542796
949	0.1088444122
950	0.1088294398
951	0.1087344943
952	0.1086178575
953	0.1085584065
954	0.1084120983
955	0.1083029666
956	0.1082603385
957	0.1081936938
958	0.1081298734
959	0.1081285631
960	0.1080152879
961	0.1079450934
962	0.1079057126
963	0.107872985
964	0.1078664125
965	0.1078301734
966	0.1077692366
967	0.1076557739
968	0.1075189706
969	0.1074283589
970	0.1073608413
971	0.1072307895
972	0.1072295706
973	0.1071073207
974	0.1070216841
975	0.1068597606
976	0.1068140634
977	0.1067137865
978	0.1066136486
979	0.1064561718
980	0.1063974037
981	0.1063960868
982	0.1062797468
983	0.1061906177
984	0.1061600279
985	0.1060685154
986	0.1059712626
987	0.1058265898
988	0.1057815108
989	0.1056855023
990	0.1056337691
991	0.1055495889
992	0.1055485267
993	0.1055477924
994	0.1054409078
995	0.1054146008
996	0.1052534912
997	0.1052467403
998	0.1051494443
999	0.1050850787
